event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,lp_value,fractionality,selected_q,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,462,385,1290,t_z_525_526_3,0.95816666666666572,0.95816666666666572,-118.44111633300781,0.00092214100000000002,0.0014782949999999999,true,branched,
1,3,1,468,370,1234,t_z_133_134_3,0.91633333333333211,0.91633333333333211,-118.41451263427734,0.00068211300000000003,0.001207842,true,branched,
2,5,2,469,157,491,t_z_85_84_3,0.98720671731307452,0.98720671731307452,-117.9959716796875,0.00066295199999999996,0.001186358,true,branched,
3,7,3,495,448,1410,t_z_230_515_3,0.99720111955217883,0.99720111955217883,-118.32994079589844,0.00072821400000000003,0.001276339,true,branched,
4,9,4,495,187,554,t_z_135_136_3,0.99799999999999989,0.99799999999999989,-117.94497680664062,0.00064536599999999997,0.0011957960000000001,true,branched,
5,11,5,493,183,546,t_z_134_135_3,0.998,0.998,-117.30399322509766,0.00065087200000000004,0.0011923529999999999,true,branched,
6,13,6,491,188,562,t_z_136_137_3,0.996,0.996,-116.62969207763672,0.00063662500000000004,0.0011760690000000001,true,branched,
7,15,7,489,452,1434,t_z_137_525_3,0.997,0.997,-116.04346466064453,0.00068132900000000005,0.001226853,true,branched,
8,17,8,494,172,495,t_z_91_90_1,0.99849999999999994,0.99849999999999994,-115.80033111572266,0.00064642599999999997,0.001196155,true,branched,
9,19,9,493,297,967,t_z_509_508_1,0.895879738482668,0.895879738482668,-115.25554656982422,0.00068273900000000002,0.0012299870000000001,true,branched,
10,21,10,513,237,696,t_z_279_295_2,0.9808059287291061,0.9808059287291061,-116.95810699462891,0.00067987699999999996,0.0012527479999999999,true,branched,
11,23,11,514,384,1176,t_z_286_511_2,0.8667586458333314,0.8667586458333314,-116.65010833740234,0.00066765900000000003,0.001236015,true,branched,
