event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,lp_value,fractionality,selected_q,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,51,12,22,t_m_5_2,0.0019999999999996505,0.0019999999999996505,-30.209432601928711,0.126981803,0.145239919,true,branched,
1,3,1,49,9,19,t_m_4_3,0.00066666666666659324,0.00066666666666659324,-30.209650039672852,1.1406289469999999,1.1644186299999999,true,branched,
2,5,2,52,4,6,t_m_1_2,0.00040000000000262048,0.00040000000000262048,-30.208610534667969,1.437936654,1.4577536449999999,true,branched,
3,7,3,45,5,25,t_m_6_1,0.4995,0.4995,-30.219633102416992,0.0047304479999999999,0.024416962,true,branched,
4,9,4,31,1,9,t_m_2_1,0.5,0.5,-30.219240188598633,0.0045160720000000003,0.022389574999999998,true,branched,
5,11,5,19,3,69,t_z_32_3_0,0.0010000000000000009,0.0010000000000000009,-30.231954574584961,0.0045684150000000001,0.022540190000000002,true,branched,
6,13,6,16,8,1111,t_z_18_15_1,0.0010000000000000009,0.0010000000000000009,-30.260086059570312,0.0045072460000000003,0.022364945000000001,true,branched,
7,15,7,14,6,1108,t_z_15_18_0,0.0010000000000000009,0.0010000000000000009,-30.259346008300781,0.0050342859999999998,0.023360260000000001,true,branched,
8,17,8,12,0,40,t_z_1_3_2,0.00099999999999997205,0.00099999999999997205,-30.280733108520508,0.0045673379999999998,0.022476021999999998,true,branched,
9,19,9,9,2,1073,t_z_15_14_2,0.0010000000000000009,0.0010000000000000009,-30.305540084838867,0.0045372909999999997,0.022384201999999999,true,branched,
10,21,10,8,1,1072,t_z_14_15_2,0.0010000000000000009,0.0010000000000000009,-30.291458129882812,0.0045106740000000001,0.022320776000000001,true,branched,
11,22,11,7,1,1112,t_z_15_18_2,0.00099999999999997205,0.00099999999999997205,-30.310670852661133,0.0045255,0.022497422,true,branched,
12,25,12,2,0,41,t_z_3_1_2,0.998,0.998,-30.355422973632812,0.0045512019999999999,0.022320837,true,branched,
