event,episode,gradient_step,optimizer_steps,stage,stage_boundary_step,instance_time_limit,instance_node_limit,loss,td_error,gradient_norm,epsilon,reward,node_reward,lp_reward,total_reward,reward_identity_ok,episode_nodes,episode_solving_time,validation_nodes,validation_time,mean_pdi,mean_final_gap,mean_par2,mean_solved,mean_lp,pdi,final_gap,par2,first_solution_time,solved,lp_iterations,bootstrap_target_used,trainer_truncated,replay_size,replay_medium_count,replay_large_count,replay_medium_bytes,replay_large_bytes,replay_evictions_by_count,replay_evictions_by_bytes,medium_samples,large_samples,per_weight_min,per_weight_max,q_value_mean,q_value_std,selected_candidate_rank,forward_time,cpu_memory_mb,gpu_memory_mb,status,instance
normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62d8ce546167a50d23c79389609a91d88eae351a7f83d76f8f11284eaa31cc24,/data/hanchengcheng/hcc_1/du/cable_harness_prim_gcnn/results/probes/shared_normalization.json
mix_16_0,0,1,1,A,,60.0,100,2.4564990997314453,2.9564990997314453,5.694190979003906,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,115979008,0,0,0,16,0,1.0,1.0,0.0537441149353981,0.0670340433716774,381.0,0.5563956368714571,1868.09375,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,2,2,A,,60.0,100,1.9167585372924805,2.8973708152770996,4.1941070556640625,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,115979008,0,0,0,16,0,0.7700326442718506,1.0,-0.01350652426481247,0.03660965338349342,381.0,0.5332498159259558,1868.09375,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,3,3,A,,60.0,100,1.9367457628250122,2.8344368934631348,4.927321434020996,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,115979008,0,0,0,16,0,0.7710431218147278,1.0,-0.07105911523103714,0.010117189027369022,381.0,0.6026333775371313,1868.3125,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,4,4,A,,60.0,100,1.82865309715271,2.7681517601013184,4.554601669311523,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,115979008,0,0,0,16,0,0.7721001505851746,1.0,-0.1343877613544464,0.02441433072090149,381.0,0.6062764097005129,1868.31640625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,5,5,A,,60.0,100,2.1348230838775635,2.6657681465148926,6.930543899536133,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,123340208,0,0,0,16,0,0.9734664559364319,1.0,-0.2172355055809021,0.0633801817893982,6.0,0.5297816433012486,1893.8671875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,6,6,A,,60.0,100,2.1703503131866455,2.713442802429199,4.561646461486816,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,123340208,0,0,0,16,0,0.9675597548484802,1.0,-0.22336462140083313,0.08019151538610458,6.0,0.592162661254406,1893.8671875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,7,7,A,,60.0,100,2.060853958129883,2.6031923294067383,5.952701568603516,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,123340208,0,0,0,16,0,0.9673295617103577,1.0,-0.31864282488822937,0.11820762604475021,6.0,0.6145967170596123,1893.875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,8,8,A,,60.0,100,2.010077953338623,2.5699658393859863,5.654604911804199,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,123340208,0,0,0,16,0,0.9530304074287415,1.0,-0.36512964963912964,0.13177485764026642,6.0,0.610229866579175,1893.875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,9,9,A,,60.0,100,1.8477516174316406,2.4163880348205566,6.976773262023926,0.9968333333333333,,,,,,,,,,,,,,,,,,,,,16,,18,18,0,130804504,0,0,0,16,0,0.9400913119316101,1.0,-0.5025059580802917,0.21089042723178864,177.0,0.5280942805111408,1899.83984375,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,10,10,A,,60.0,100,1.7759313583374023,2.3928322792053223,6.666379928588867,0.9968333333333333,,,,,,,,,,,,,,,,,,,,,16,,18,18,0,130804504,0,0,0,16,0,0.9139615893363953,1.0,-0.5419155359268188,0.26376640796661377,177.0,0.5791587810963392,1899.83984375,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,11,11,A,,60.0,100,1.6194849014282227,2.235042095184326,7.768903732299805,0.9968333333333333,,,,,,,,,,,,,,,,,,,,,16,,18,18,0,130804504,0,0,0,16,0,0.9033588171005249,1.0,-0.6956931948661804,0.2721025347709656,177.0,0.5985639244318008,1899.83984375,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,12,12,A,,60.0,100,1.5461328029632568,2.1916849613189697,7.512421607971191,0.9968333333333333,,,,,,,,,,,,,,,,,,,,,16,,18,18,0,130804504,0,0,0,16,0,0.872533917427063,1.0,-0.7545633316040039,0.3857054114341736,177.0,0.6121688541024923,1899.84375,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,13,13,A,,60.0,100,1.567986011505127,2.1848342418670654,7.071793079376221,0.99525,,,,,,,,,,,,,,,,,,,,,16,,19,19,0,138268356,0,0,0,16,0,0.8904188275337219,1.0,-0.7798876762390137,0.34820663928985596,196.0,0.52848363481462,1906.34765625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,14,14,A,,60.0,100,1.4356943368911743,2.0691018104553223,7.351099491119385,0.99525,,,,,,,,,,,,,,,,,,,,,16,,19,19,0,138268356,0,0,0,16,0,0.8773839473724365,1.0,-0.9036996364593506,0.5064767003059387,196.0,0.4349284712225199,1906.34765625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,15,15,A,,60.0,100,1.3282127380371094,1.9825836420059204,7.75357723236084,0.99525,,,,,,,,,,,,,,,,,,,,,16,,19,19,0,138268356,0,0,0,16,0,0.8579520583152771,1.0,-0.9979696273803711,0.6324213743209839,196.0,0.3412102200090885,1906.34765625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,16,16,A,,60.0,100,1.5773403644561768,2.2393956184387207,5.182488441467285,0.99525,,,,,,,,,,,,,,,,,,,,,16,,19,19,0,138268356,0,0,0,16,0,0.8744248747825623,1.0,-0.7741729021072388,0.41004547476768494,196.0,0.43963765539228916,1906.34765625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,17,17,A,,60.0,100,1.245182752609253,2.0301034450531006,4.891047954559326,0.9936666666666667,,,,,,,,,,,,,,,,,,,,,16,,20,20,0,145729156,0,0,0,16,0,0.7818284630775452,1.0,-0.9841346740722656,0.7452410459518433,64.0,0.48565251007676125,1914.484375,67.03369140625,,data/instances/transfer/real_01.cip
