event,episode,gradient_step,optimizer_steps,stage,stage_boundary_step,instance_time_limit,instance_node_limit,loss,td_error,gradient_norm,epsilon,reward,node_reward,lp_reward,total_reward,reward_identity_ok,episode_nodes,episode_solving_time,validation_nodes,validation_time,mean_pdi,mean_final_gap,mean_par2,mean_solved,mean_lp,pdi,final_gap,par2,first_solution_time,solved,lp_iterations,bootstrap_target_used,trainer_truncated,replay_size,replay_medium_count,replay_large_count,replay_medium_bytes,replay_large_bytes,replay_evictions_by_count,replay_evictions_by_bytes,medium_samples,large_samples,per_weight_min,per_weight_max,q_value_mean,q_value_std,selected_candidate_rank,forward_time,cpu_memory_mb,gpu_memory_mb,status,instance
normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62d8ce546167a50d23c79389609a91d88eae351a7f83d76f8f11284eaa31cc24,/data/hanchengcheng/hcc_1/du/cable_harness_prim_gcnn/results/probes/shared_normalization.json
mix_16_0,0,1,1,A,,60.0,100,2.5000009536743164,3.0000009536743164,4.30650520324707,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,121346736,0,0,0,16,0,1.0,1.0,0.06847898662090302,0.040786974132061005,275.0,0.5529389660805464,1839.625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,2,2,A,,60.0,100,2.117748260498047,2.939574718475342,3.6371676921844482,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,121346736,0,0,0,16,0,0.7624096274375916,1.0,0.01123892329633236,0.014508767984807491,275.0,0.5255363155156374,1839.734375,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,3,3,A,,60.0,100,1.8770474195480347,2.889089584350586,4.187114238739014,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,121346736,0,0,0,16,0,0.7668046355247498,1.0,-0.05171775817871094,0.018582699820399284,275.0,0.5891432631760836,1839.8515625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,4,4,A,,60.0,100,1.864537000656128,2.8332204818725586,3.6644093990325928,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,121346736,0,0,0,16,0,0.7695913314819336,1.0,-0.10346117615699768,0.04274900257587433,275.0,0.6058553997427225,1839.8515625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,5,5,A,,60.0,100,2.193761110305786,2.729929208755493,4.919048309326172,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,128926440,0,0,0,16,0,0.9751744270324707,1.0,-0.18049737811088562,0.10503926873207092,82.0,0.3515041507780552,1864.22265625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,6,6,A,,60.0,100,2.158092975616455,2.7192842960357666,4.779402732849121,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,128926440,0,0,0,16,0,0.9629385471343994,1.0,-0.23829764127731323,0.10336935520172119,82.0,0.3575055245310068,1864.22265625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,7,7,A,,60.0,100,2.130030632019043,2.6765756607055664,4.005892276763916,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,128926440,0,0,0,16,0,0.9657875299453735,1.0,-0.2518046200275421,0.11487646400928497,82.0,0.5108174290508032,1864.22265625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,8,8,A,,60.0,100,1.97810697555542,2.541149139404297,5.198943614959717,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,128926440,0,0,0,16,0,0.9461393356323242,1.0,-0.3802555799484253,0.1571108102798462,82.0,0.5868976451456547,1864.22265625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,9,9,A,,60.0,100,2.0800204277038574,2.6457695960998535,3.7337071895599365,0.9968333333333333,,,,,,,,,,,,,,,,,,,,,16,,18,18,0,136517444,0,0,0,16,0,0.9547716379165649,1.0,-0.32323503494262695,0.1553485095500946,84.0,0.3724681884050369,1870.48828125,67.03369140625,,data/instances/transfer/real_01.cip
