event,episode,gradient_step,loss,td_error,epsilon,reward,episode_nodes,episode_solving_time,validation_nodes,validation_time,replay_size,q_value_mean,q_value_std,selected_candidate_rank,forward_time,cpu_memory_mb,gpu_memory_mb,status,instance
train_update,0,10,2.362128734588623,2.862194538116455,0.9905,,,,,,10,-0.22209300100803375,0.05847911536693573,84.0,0.07939155300118728,1505.84375,67.01904296875,,data/instances/train/real_06.cip
train_update,0,20,1.9819667339324951,2.499413251876831,0.981,,,,,,12,-0.6478469967842102,0.20392172038555145,77.0,0.08507840599486372,1514.9296875,67.01904296875,,data/instances/train/real_06.cip
train_update,0,30,1.3764679431915283,1.9316370487213135,0.96675,,,,,,15,-1.2835631370544434,0.613798975944519,54.0,0.09443995699984953,1528.97265625,67.01904296875,,data/instances/train/real_06.cip
train_update,0,40,0.11606647074222565,0.43641507625579834,0.95725,,,,,,17,-3.6948139667510986,0.5050637722015381,1.0,0.1175285899953451,1538.703125,67.01904296875,,data/instances/train/real_06.cip
train_update,0,50,0.5720556974411011,1.0837340354919434,0.9430000000000001,,,,,,20,-3.4363203048706055,1.467077374458313,23.0,0.07512323799892329,1554.18359375,67.01904296875,,data/instances/train/real_06.cip
train_update,0,60,0.118224136531353,0.48849916458129883,0.9335,,,,,,22,-3.158878803253174,0.40264034271240234,96.0,0.0821090949975769,1563.8984375,67.01904296875,,data/instances/train/real_06.cip
train_update,0,70,0.12667588889598846,0.6753461360931396,0.91925,,,,,,25,-3.016444683074951,0.6369439363479614,1.0,0.07612665800115792,1578.40625,67.01904296875,,data/instances/train/real_06.cip
train_update,0,80,0.039512403309345245,0.3059530258178711,0.9097500000000001,,,,,,27,-4.7315192222595215,0.08088159561157227,133.0,0.07638050400419161,1588.19140625,67.01904296875,,data/instances/train/real_06.cip
train_update,0,90,0.06519989669322968,0.34336042404174805,0.8955,,,,,,30,-4.001331329345703,0.542395830154419,105.0,0.09926388299936661,1603.0625,67.01904296875,,data/instances/train/real_06.cip
train_update,0,100,0.011940059252083302,0.1250014305114746,0.886,,,,,,32,-4.362687587738037,0.45618247985839844,55.0,0.09664754999539582,1612.85546875,67.01904296875,,data/instances/train/real_06.cip
train_update,0,110,0.19744986295700073,0.6491842269897461,0.87175,,,,,,35,-4.238663673400879,0.8430700302124023,95.0,0.09662469899922144,1627.1015625,67.01904296875,,data/instances/train/real_06.cip
train_update,0,120,0.0524989478290081,0.2917841672897339,0.86225,,,,,,37,-5.581111907958984,1.5438432693481445,97.0,0.09879693000402767,1636.46875,67.01904296875,,data/instances/train/real_06.cip
train_update,0,130,0.04882507026195526,0.2982156276702881,0.848,,,,,,40,-4.573975563049316,0.2817530632019043,66.0,0.09927394999976968,1650.8046875,67.01904296875,,data/instances/train/real_06.cip
train_update,0,140,0.0010054700542241335,0.04212212562561035,0.8385,,,,,,42,-4.62856388092041,0.45214319229125977,41.0,0.09971863299870165,1660.51953125,67.01904296875,,data/instances/train/real_06.cip
train_update,0,150,0.016962828114628792,0.21999311447143555,0.82425,,,,,,45,-5.340036392211914,0.6475546360015869,70.0,0.1008534310021787,1675.09375,67.01904296875,,data/instances/train/real_06.cip
train_update,0,160,0.17309372127056122,0.5999786853790283,0.81475,,,,,,47,-6.940694808959961,1.6906023025512695,1.0,0.09621593500196468,1684.8671875,67.01904296875,,data/instances/train/real_06.cip
train_update,0,170,0.11157707124948502,0.5436546802520752,0.8005,,,,,,50,-7.094369888305664,2.118969678878784,16.0,0.09611453300021822,1699.45703125,67.01904296875,,data/instances/train/real_06.cip
train_update,0,180,0.22469189763069153,0.5185437202453613,0.791,,,,,,52,-7.324669361114502,0.187469482421875,1.0,0.10023866700066719,1709.17578125,67.01904296875,,data/instances/train/real_06.cip
train_update,0,190,0.39080870151519775,0.8940696716308594,0.77675,,,,,,55,-9.422863006591797,0.20074796676635742,17.0,0.09578576600324595,1723.7265625,67.01904296875,,data/instances/train/real_06.cip
train_update,0,200,0.14025720953941345,0.5181684494018555,0.76725,,,,,,57,-10.588834762573242,0.574608325958252,37.0,0.0888526379931136,1733.21875,67.01904296875,,data/instances/train/real_06.cip
train_update,0,210,0.02507792040705681,0.26294946670532227,0.753,,,,,,60,-9.882533073425293,0.30406761169433594,18.0,0.10189276000164682,1747.8515625,67.01904296875,,data/instances/train/real_06.cip
train_update,0,220,0.13674288988113403,0.5284137725830078,0.7435,,,,,,62,-9.285831451416016,1.0507392883300781,1.0,0.09291698000015458,1757.734375,67.01904296875,,data/instances/train/real_06.cip
train_update,0,230,0.011666018515825272,0.11165738105773926,0.72925,,,,,,64,-6.190582275390625,0.5034487247467041,1.0,0.10188557400397258,1772.171875,67.01904296875,,data/instances/train/real_06.cip
