event,episode,gradient_step,loss,td_error,epsilon,reward,episode_nodes,episode_solving_time,validation_nodes,validation_time,replay_size,q_value_mean,q_value_std,selected_candidate_rank,forward_time,cpu_memory_mb,gpu_memory_mb,status,instance
train_update,9,340,0.35364091396331787,1.2975842952728271,0.867,,,,,,171,-5.905252933502197,1.9385433197021484,229.0,1.5007396005094051,2886.984375,67.03369140625,,data/instances/train/real_07.cip
train_update,9,360,0.2395918071269989,1.3421313762664795,0.8606666666666667,,,,,,172,-5.420853137969971,2.0489628314971924,32.0,1.37592632509768,2905.25390625,67.03369140625,,data/instances/train/real_07.cip
episode,9,376,0.14662107825279236,1.415954351425171,0.8511666666666666,-4.0,5,64.391833,,,176,,,76.6,,2694.74609375,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,10,380,0.30033349990844727,1.566009283065796,0.8511666666666666,,,,,,176,-4.772522449493408,2.335153818130493,81.0,1.455100655555725,2776.75390625,67.03369140625,,data/instances/train/real_06.cip
train_update,10,400,0.2638356387615204,1.5139648914337158,0.8448333333333333,,,,,,177,-4.833635330200195,2.2072157859802246,12.0,1.457066860049963,2776.7578125,67.03369140625,,data/instances/train/real_06.cip
train_update,10,420,0.24785873293876648,1.3794257640838623,0.8353333333333334,,,,,,182,-5.032279968261719,2.2384562492370605,80.0,1.4698537476360798,2776.765625,67.03369140625,,data/instances/train/real_06.cip
episode,10,424,0.2901500463485718,1.2593421936035156,0.8321666666666667,-5.0,6,68.488506,,,182,,,73.66666666666667,,2695.3125,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,11,440,0.11731499433517456,1.21426260471344,0.829,,,,,,182,-5.646547317504883,2.2661499977111816,96.0,1.5104465335607529,2972.64453125,67.03369140625,,data/instances/train/real_07.cip
train_update,11,460,0.25425198674201965,1.3649636507034302,0.8195,,,,,,187,-4.667267799377441,2.518611192703247,1.0,1.4197464790195227,2988.40625,67.03369140625,,data/instances/train/real_07.cip
episode,11,464,0.26901447772979736,1.3835039138793945,0.8163333333333334,-4.0,5,65.605262,,,187,,,46.6,,2771.12109375,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,12,480,0.12151297181844711,1.3058686256408691,0.8131666666666667,,,,,,187,-5.519522666931152,2.725541830062866,1.0,1.5196248088032007,2843.5546875,67.03369140625,,data/instances/train/real_06.cip
train_update,12,500,0.14284905791282654,1.1469800472259521,0.8036666666666666,,,,,,190,-5.104050159454346,2.6750235557556152,1.0,1.464188575744629,2843.55859375,67.03369140625,,data/instances/train/real_06.cip
episode,12,512,0.18885968625545502,1.1942214965820312,0.7973333333333333,-5.0,6,66.829448,,,193,,,37.833333333333336,,2823.75,67.03369140625,timelimit,data/instances/train/real_06.cip
validation,13,512,,,,,,,100.0,25.880795,193,,,,,,,nodelimit,data/instances/validation/real_08.cip
train_update,13,520,0.10292726010084152,1.0040147304534912,0.7973333333333333,,,,,,193,-5.116960525512695,2.7522265911102295,1.0,1.516613507643342,3038.5078125,67.03369140625,,data/instances/train/real_07.cip
train_update,13,540,0.09447363018989563,1.0162354707717896,0.7878333333333334,,,,,,195,-5.171489715576172,2.8947057723999023,38.0,1.4782738760113716,3062.76171875,67.03369140625,,data/instances/train/real_07.cip
episode,13,552,0.12742164731025696,1.0267577171325684,0.7815,-4.0,5,62.261604,,,198,,,34.6,,2844.36328125,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,14,560,0.13849052786827087,1.0246127843856812,0.7815,,,,,,198,-5.180237293243408,2.802855968475342,49.0,1.4726957138627768,2935.95703125,67.03369140625,,data/instances/train/real_06.cip
train_update,14,580,0.2180330455303192,0.9225162267684937,0.772,,,,,,200,-4.552546977996826,2.720140218734741,54.0,1.4982323925942183,2935.95703125,67.03369140625,,data/instances/train/real_06.cip
episode,14,592,0.136203795671463,0.942863941192627,0.7656666666666667,-4.0,5,63.996483,,,203,,,45.6,,2844.49609375,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,15,600,0.15891124308109283,0.9469720125198364,0.7656666666666667,,,,,,203,-4.698880672454834,2.96785569190979,182.0,1.4245945159345865,3095.7734375,67.03369140625,,data/instances/train/real_07.cip
train_update,15,620,0.2092580795288086,0.9085757732391357,0.7561666666666667,,,,,,205,-4.425617218017578,3.3018829822540283,172.0,1.3776705041527748,3122.1328125,67.03369140625,,data/instances/train/real_07.cip
episode,15,632,0.1610187143087387,0.8636865019798279,0.7498333333333334,-4.0,5,70.651467,,,208,,,124.4,,2910.40625,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,16,640,0.11761736869812012,0.8657477498054504,0.7498333333333334,,,,,,208,-4.978470325469971,2.9469799995422363,1.0,1.524923736229539,2991.8203125,67.03369140625,,data/instances/train/real_06.cip
train_update,16,660,0.10051034390926361,0.9241294264793396,0.7403333333333333,,,,,,210,-5.060313701629639,2.7571516036987305,24.0,1.552589274942875,2991.82421875,67.03369140625,,data/instances/train/real_06.cip
episode,16,672,0.1591278612613678,0.9453023672103882,0.734,-4.0,5,61.94049,,,213,,,42.0,,2910.41796875,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,17,680,0.12592142820358276,0.9351054430007935,0.734,,,,,,213,-4.647085666656494,3.0633208751678467,1.0,1.4324015565216541,3186.953125,67.03369140625,,data/instances/train/real_07.cip
train_update,17,700,0.10251237452030182,0.7755074501037598,0.7245,,,,,,215,-4.990076541900635,3.175814628601074,1.0,1.4207990504801273,3213.2109375,67.03369140625,,data/instances/train/real_07.cip
episode,17,712,0.13033491373062134,0.8614026308059692,0.7181666666666666,-4.0,5,69.76228,,,218,,,93.6,,2988.9609375,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,18,720,0.10288339853286743,0.7849490642547607,0.7181666666666666,,,,,,218,-4.361483573913574,2.8519511222839355,22.0,1.5054687038064003,3064.6484375,67.03369140625,,data/instances/train/real_06.cip
train_update,18,740,0.09417011588811874,0.727554202079773,0.7086666666666668,,,,,,220,-4.17543888092041,2.704737901687622,87.0,1.4395234566181898,3064.65625,67.03369140625,,data/instances/train/real_06.cip
train_update,18,760,0.08045271784067154,0.7753006219863892,0.7023333333333333,,,,,,224,-4.779408931732178,3.2970404624938965,74.0,1.4282919559627771,3064.65625,67.03369140625,,data/instances/train/real_06.cip
episode,18,760,0.08045271784067154,0.7753006219863892,0.6991666666666667,-5.0,6,69.193831,,,224,,,80.16666666666667,,3060.10546875,67.03369140625,timelimit,data/instances/train/real_06.cip
validation,19,760,,,,,,,100.0,25.565265,224,,,,,,,nodelimit,data/instances/validation/real_08.cip
train_update,19,780,0.08175604790449142,0.6508910655975342,0.6928333333333334,,,,,,225,-4.545236587524414,3.0860795974731445,1.0,1.497613487765193,3282.984375,67.03369140625,,data/instances/train/real_07.cip
train_update,19,800,0.014867154881358147,0.7014864683151245,0.6865,,,,,,229,-4.057533264160156,2.905945062637329,174.0,1.4113528169691563,3290.8671875,67.03369140625,,data/instances/train/real_07.cip
episode,19,800,0.014867154881358147,0.7014864683151245,0.6833333333333333,-4.0,5,68.888932,,,229,,,115.2,,3111.22265625,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,20,820,0.017104556784033775,0.7893048524856567,0.677,,,,,,230,-3.929117202758789,2.8614883422851562,95.0,1.476390602067113,3160.12890625,67.03369140625,,data/instances/train/real_06.cip
train_update,20,840,0.03527738153934479,0.5011329650878906,0.6706666666666667,,,,,,232,-5.114972114562988,2.997239589691162,51.0,1.4746439289301634,3160.12890625,67.03369140625,,data/instances/train/real_06.cip
episode,20,848,0.05960020795464516,0.5732930898666382,0.6643333333333333,-5.0,6,68.075128,,,235,,,50.0,,3112.640625,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,21,860,0.05926299840211868,0.6206910610198975,0.6611666666666667,,,,,,235,-4.340995788574219,3.440288782119751,242.0,1.3542172834277153,3339.9375,67.03369140625,,data/instances/train/real_07.cip
train_update,21,880,0.07023169845342636,0.5695227384567261,0.6548333333333334,,,,,,237,-4.396030902862549,3.176306962966919,240.0,1.3602085392922163,3355.62890625,67.03369140625,,data/instances/train/real_07.cip
episode,21,888,0.05796185880899429,0.6175391674041748,0.6485000000000001,-4.0,5,69.960239,,,240,,,137.6,,3191.98046875,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,22,900,0.060937024652957916,0.5287113785743713,0.6453333333333333,,,,,,240,-4.107851505279541,3.2760865688323975,1.0,1.3930077701807022,3254.27734375,67.03369140625,,data/instances/train/real_06.cip
train_update,22,920,0.06676077842712402,0.5296853184700012,0.639,,,,,,242,-4.494781494140625,3.2173314094543457,1.0,1.4384140875190496,3254.27734375,67.03369140625,,data/instances/train/real_06.cip
episode,22,936,0.033726610243320465,0.47907182574272156,0.6295,-5.0,6,69.745208,,,246,,,29.166666666666668,,3191.578125,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,23,940,0.08236333727836609,0.6232224702835083,0.6295,,,,,,246,-4.247020721435547,3.0340890884399414,1.0,1.4233592115342617,3410.44140625,67.03369140625,,data/instances/train/real_07.cip
train_update,23,960,0.07252699881792068,0.6062207221984863,0.6231666666666666,,,,,,247,-4.382859706878662,3.179708480834961,39.0,1.442607445642352,3430.65625,67.03369140625,,data/instances/train/real_07.cip
episode,23,968,0.04609142616391182,0.5714231729507446,0.6168333333333333,-3.0,4,61.725689,,,250,,,90.5,,3259.85546875,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,24,980,0.07146839797496796,0.5645962953567505,0.6136666666666667,,,,,,250,-4.462673664093018,3.619182586669922,220.0,1.413480643182993,3309.40234375,67.03369140625,,data/instances/train/real_06.cip
train_update,24,1000,0.07474680244922638,0.5288930535316467,0.6073333333333333,,,,,,252,-3.468428134918213,2.8455426692962646,56.0,1.4780371524393559,3309.40625,67.03369140625,,data/instances/train/real_06.cip
episode,24,1016,0.041546594351530075,0.44567152857780457,0.5978333333333333,-5.0,6,63.059207,,,256,,,118.16666666666667,,3259.0703125,67.03369140625,timelimit,data/instances/train/real_06.cip
validation,25,1016,,,,,,,100.0,25.137751,256,,,,,,,nodelimit,data/instances/validation/real_08.cip
train_update,25,1020,0.030577953904867172,0.4802568852901459,0.5978333333333333,,,,,,256,-4.492380619049072,3.373042106628418,199.0,1.3415469992905855,3476.13671875,67.03369140625,,data/instances/train/real_07.cip
train_update,25,1040,0.020774777978658676,0.5405919551849365,0.5915,,,,,,257,-4.92221736907959,3.3064427375793457,1.0,1.4165320862084627,3494.48046875,67.03369140625,,data/instances/train/real_07.cip
episode,25,1056,0.06488944590091705,0.4780813157558441,0.5820000000000001,-4.0,5,65.440655,,,261,,,93.2,,3334.98046875,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,26,1060,0.0656963512301445,0.4944585859775543,0.5820000000000001,,,,,,261,-4.871407508850098,3.4864752292633057,87.0,1.4326201416552067,3395.83203125,67.03369140625,,data/instances/train/real_06.cip
train_update,26,1080,0.019594093784689903,0.4639543294906616,0.5756666666666668,,,,,,262,-4.396608352661133,3.26896333694458,11.0,1.4546160716563463,3395.86328125,67.03369140625,,data/instances/train/real_06.cip
train_update,26,1100,0.013730980455875397,0.497519314289093,0.5661666666666667,,,,,,267,-4.747786998748779,3.3166487216949463,1.0,1.352998686954379,3395.8671875,67.03369140625,,data/instances/train/real_06.cip
episode,26,1104,0.032063134014606476,0.487582802772522,0.563,-5.0,6,64.922352,,,267,,,39.333333333333336,,3334.984375,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,27,1120,0.005393660627305508,0.48925167322158813,0.5598333333333334,,,,,,267,-4.360872745513916,3.3069143295288086,29.0,1.3876527734100819,3560.58984375,67.03369140625,,data/instances/train/real_07.cip
train_update,27,1140,0.03030403144657612,0.4226221442222595,0.5503333333333333,,,,,,272,-3.76054310798645,3.0829789638519287,1.0,1.3463964443653822,3573.59765625,67.03369140625,,data/instances/train/real_07.cip
episode,27,1144,0.04903008043766022,0.5260174870491028,0.5471666666666667,-4.0,5,65.174214,,,272,,,6.6,,3364.32421875,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,28,1160,0.03535536676645279,0.5499409437179565,0.544,,,,,,272,-4.476695537567139,3.2985782623291016,1.0,1.4348302595317364,3425.96484375,67.03369140625,,data/instances/train/real_06.cip
train_update,28,1180,0.047264184802770615,0.5412362813949585,0.5345,,,,,,275,-4.336158275604248,3.3184752464294434,22.0,1.395694637671113,3425.97265625,67.03369140625,,data/instances/train/real_06.cip
episode,28,1192,0.027354512363672256,0.4858624339103699,0.5281666666666667,-5.0,6,69.72991,,,278,,,4.5,,3363.3359375,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,29,1200,0.024180227890610695,0.5649511814117432,0.5281666666666667,,,,,,278,-3.8540890216827393,3.3050360679626465,78.0,1.3553583901375532,3610.34375,67.03369140625,,data/instances/train/real_07.cip
train_update,29,1220,0.04738697037100792,0.4942787289619446,0.5186666666666666,,,,,,280,-4.1907525062561035,3.1035051345825195,122.0,1.4108192138373852,3634.62890625,67.03369140625,,data/instances/train/real_07.cip
episode,29,1232,0.029345259070396423,0.5282884836196899,0.5123333333333333,-4.0,5,61.063636,,,283,,,85.8,,3464.4765625,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,30,1240,0.055351220071315765,0.564279317855835,0.5123333333333333,,,,,,283,-4.949458122253418,3.591749668121338,1.0,1.4645180124789476,3525.7109375,67.03369140625,,data/instances/train/real_06.cip
train_update,30,1260,0.06155601516366005,0.5463573932647705,0.5028333333333334,,,,,,285,-4.118264198303223,3.0255861282348633,111.0,1.369024369865656,3525.71484375,67.03369140625,,data/instances/train/real_06.cip
train_update,30,1280,0.051338523626327515,0.521853506565094,0.49650000000000005,,,,,,289,-4.1963677406311035,3.4018402099609375,1.0,1.4457042906433344,3525.71484375,67.03369140625,,data/instances/train/real_06.cip
episode,30,1280,0.051338523626327515,0.521853506565094,0.4933333333333334,-5.0,6,66.274419,,,289,,,24.833333333333332,,3463.48046875,67.03369140625,timelimit,data/instances/train/real_06.cip
validation,31,1280,,,,,,,100.0,25.233669,289,,,,,,,nodelimit,data/instances/validation/real_08.cip
train_update,31,1300,0.03691868484020233,0.48660728335380554,0.487,,,,,,290,-4.763177394866943,3.5810494422912598,1.0,1.438089732080698,3711.50390625,67.03369140625,,data/instances/train/real_07.cip
train_update,31,1320,0.03356572240591049,0.517378568649292,0.4806666666666667,,,,,,294,-3.640462875366211,2.766550302505493,1.0,1.482869254425168,3719.37890625,67.03369140625,,data/instances/train/real_07.cip
episode,31,1320,0.03356572240591049,0.517378568649292,0.47750000000000004,-4.0,5,64.662458,,,294,,,1.0,,3512.73046875,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,32,1340,0.02797391638159752,0.6209620833396912,0.47116666666666673,,,,,,295,-4.573482513427734,3.496145725250244,101.0,1.410101791843772,3587.7265625,67.03369140625,,data/instances/train/real_06.cip
train_update,32,1360,0.039563972502946854,0.6215105056762695,0.4648333333333333,,,,,,299,-4.440177917480469,3.9248526096343994,72.0,1.3690210953354836,3587.7265625,67.03369140625,,data/instances/train/real_06.cip
episode,32,1360,0.039563972502946854,0.6215105056762695,0.46166666666666667,-4.0,5,61.222373,,,299,,,35.2,,3511.73046875,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,33,1380,0.07665438950061798,0.7913744449615479,0.45533333333333337,,,,,,300,-4.4438910484313965,3.196068286895752,1.0,1.4483031015843153,3781.53125,67.03369140625,,data/instances/train/real_07.cip
train_update,33,1400,0.04824115335941315,0.40940067172050476,0.44900000000000007,,,,,,304,-4.399696350097656,3.1227285861968994,1.0,1.5090543441474438,3786.78125,67.03369140625,,data/instances/train/real_07.cip
episode,33,1400,0.04824115335941315,0.40940067172050476,0.4458333333333333,-4.0,5,64.592133,,,304,,,30.8,,3607.140625,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,34,1420,0.02172049693763256,0.4369387626647949,0.4395,,,,,,305,-4.086989402770996,3.62969970703125,1.0,1.3947608340531588,3675.34765625,67.03369140625,,data/instances/train/real_06.cip
train_update,34,1440,0.06384879350662231,0.508958637714386,0.4331666666666667,,,,,,307,-4.535534381866455,4.050207138061523,1.0,1.3294069785624743,3675.3515625,67.03369140625,,data/instances/train/real_06.cip
episode,34,1448,0.023014962673187256,0.4615629315376282,0.4268333333333333,-5.0,6,65.754142,,,310,,,32.333333333333336,,3607.14453125,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,35,1460,0.046275798231363297,0.4779467284679413,0.42366666666666664,,,,,,310,-5.281429290771484,3.7892441749572754,1.0,1.5303149595856667,3834.88671875,67.03369140625,,data/instances/train/real_07.cip
train_update,35,1480,0.028979893773794174,0.4745253920555115,0.41733333333333344,,,,,,312,-3.9864325523376465,3.5297868251800537,1.0,1.354928594082594,3850.6484375,67.03369140625,,data/instances/train/real_07.cip
episode,35,1488,0.05251803994178772,0.4903269410133362,0.41100000000000003,-4.0,5,70.640453,,,315,,,7.6,,3709.4609375,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,36,1500,0.03970874100923538,0.42078354954719543,0.4078333333333334,,,,,,315,-4.470224380493164,3.6619954109191895,1.0,1.3772249799221754,3790.53515625,67.03369140625,,data/instances/train/real_06.cip
train_update,36,1520,0.023345675319433212,0.5088403224945068,0.4015000000000001,,,,,,317,-4.216918468475342,3.44789457321167,1.0,1.3953254129737616,3790.53515625,67.03369140625,,data/instances/train/real_06.cip
episode,36,1536,0.04309568554162979,0.5256843566894531,0.392,-5.0,6,70.587545,,,321,,,18.833333333333332,,3709.4921875,67.03369140625,timelimit,data/instances/train/real_06.cip
validation,37,1536,,,,,,,95.0,24.194502,321,,,,,,,optimal,data/instances/validation/real_08.cip
train_update,37,1540,0.03616316616535187,0.5494121313095093,0.392,,,,,,321,-4.792783737182617,3.9621505737304688,1.0,1.429940890520811,3911.7890625,67.03369140625,,data/instances/train/real_07.cip
train_update,37,1560,0.027577951550483704,0.47125244140625,0.3856666666666667,,,,,,322,-5.459031105041504,4.475350379943848,1.0,1.41080666705966,3924.0625,67.03369140625,,data/instances/train/real_07.cip
episode,37,1576,0.03334623575210571,0.47257086634635925,0.37616666666666676,-4.0,5,65.86291,,,326,,,12.2,,3769.46875,67.03369140625,timelimit,data/instances/train/real_07.cip
episode,38,1576,0.03334623575210571,0.47257086634635925,0.37616666666666676,0.0,1,7.658569,,,326,,,0.0,,3769.46875,67.03369140625,optimal,data/instances/train/real_06.cip
train_update,39,1580,0.04686972498893738,0.47316038608551025,0.37616666666666676,,,,,,326,-5.144918441772461,4.472195625305176,199.0,1.3198315370827913,3952.8203125,67.03369140625,,data/instances/train/real_07.cip
train_update,39,1600,0.041824448853731155,0.4467020034790039,0.36983333333333335,,,,,,327,-5.1873674392700195,4.480062007904053,1.0,1.3862471152096987,3968.58203125,67.03369140625,,data/instances/train/real_07.cip
episode,39,1616,0.02542877197265625,0.4688135087490082,0.3603333333333334,-4.0,5,64.70024,,,331,,,40.6,,3813.73046875,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,40,1620,0.017131533473730087,0.4970408082008362,0.3603333333333334,,,,,,331,-5.688863754272461,4.881390571594238,213.0,1.377912824973464,3889.7421875,67.03369140625,,data/instances/train/real_06.cip
train_update,40,1640,0.02779817022383213,0.4916498363018036,0.354,,,,,,332,-4.836696624755859,4.299462795257568,121.0,1.386724391952157,3889.7421875,67.03369140625,,data/instances/train/real_06.cip
train_update,40,1660,0.04541628062725067,0.46817195415496826,0.34450000000000003,,,,,,337,-5.490190505981445,4.738354206085205,1.0,1.446551103144884,3889.74609375,67.03369140625,,data/instances/train/real_06.cip
episode,40,1664,0.012309706769883633,0.5086947679519653,0.3413333333333334,-5.0,6,69.832432,,,337,,,58.0,,3812.734375,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,41,1680,0.031942397356033325,0.5155508518218994,0.3381666666666667,,,,,,337,-5.235785484313965,4.5084638595581055,56.0,1.4704199433326721,4031.484375,67.03369140625,,data/instances/train/real_07.cip
train_update,41,1700,0.024570148438215256,0.5580410957336426,0.32866666666666666,,,,,,342,-4.672752857208252,4.476661205291748,37.0,1.4941819421947002,4047.23828125,67.03369140625,,data/instances/train/real_07.cip
episode,41,1704,0.022176913917064667,0.4773070216178894,0.3255,-4.0,5,65.71459,,,342,,,53.2,,3880.02734375,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,42,1720,0.03054613247513771,0.4788866341114044,0.32233333333333336,,,,,,342,-5.351334571838379,4.965134143829346,62.0,1.437684953212738,3946.80859375,67.03369140625,,data/instances/train/real_06.cip
train_update,42,1740,0.0321502648293972,0.4382542669773102,0.3128333333333333,,,,,,345,-4.473419189453125,4.700693130493164,88.0,1.3644720781594515,3946.80859375,67.03369140625,,data/instances/train/real_06.cip
episode,42,1752,0.06411639600992203,0.5819300413131714,0.3065,-5.0,6,70.050785,,,348,,,34.666666666666664,,3879.03125,67.03369140625,timelimit,data/instances/train/real_06.cip
validation,43,1752,,,,,,,100.0,24.520193,348,,,,,,,nodelimit,data/instances/validation/real_08.cip
train_update,43,1760,0.030963720753788948,0.5473552942276001,0.3065,,,,,,348,-5.250201225280762,4.737603187561035,1.0,1.4982945676892996,4104.07421875,67.03369140625,,data/instances/train/real_07.cip
train_update,43,1780,0.029786378145217896,0.5946664214134216,0.29700000000000004,,,,,,350,-5.190280914306641,5.188827037811279,1.0,1.3063488528132439,4129.0859375,67.03369140625,,data/instances/train/real_07.cip
episode,43,1792,0.017773348838090897,0.4048946797847748,0.29066666666666663,-4.0,5,64.421158,,,353,,,1.0,,3953.87890625,67.03369140625,timelimit,data/instances/train/real_07.cip
train_update,44,1800,0.007006998173892498,0.5387067794799805,0.29066666666666663,,,,,,353,-5.988161087036133,5.48761510848999,1.0,1.441578397527337,4022.18359375,67.03369140625,,data/instances/train/real_06.cip
train_update,44,1820,0.017317336052656174,0.684914231300354,0.2811666666666667,,,,,,355,-5.772237777709961,5.342958450317383,1.0,1.371703403070569,4022.1875,67.03369140625,,data/instances/train/real_06.cip
train_update,44,1840,0.026500312611460686,0.5203065872192383,0.2748333333333334,,,,,,359,-5.234346866607666,5.302963733673096,1.0,1.5078102760016918,4016.76171875,67.03369140625,,data/instances/train/real_06.cip
episode,44,1840,0.026500312611460686,0.5203065872192383,0.2716666666666666,-5.0,6,65.13373,,,359,,,1.0,,3953.8828125,67.03369140625,timelimit,data/instances/train/real_06.cip
train_update,45,1860,0.013574086129665375,0.5549498796463013,0.2653333333333334,,,,,,360,-5.137334823608398,4.62623929977417,1.0,1.4949021562933922,4179.515625,67.03369140625,,data/instances/train/real_07.cip
