168,F0001,M22,T202-X18,360
169,F0001,B02-X10,M18,560
170,F0001,M23,T202-X10,340
171,F0001,B02-X15,M18,610
172,F0001,M22,T202-X15,350
173,F0001,B02-X12,M16,540
174,F0001,M23,T202-X12,380
175,F0001,B02-X16,M18,600
176,F0001,M22,T202-X16,390
177,F0001,B02-X25,M18,360
178,F0001,M48,C02-X05,270
179,F0001,B02-X23,M18,680
180,F0001,M48,C02-X03,300
181,F0001,B02-X11,M17,540
182,F0001,M23,T202-X11,350
183,F0001,B02-X17,M18,650
184,F0001,M22,T202-X17,350
185,F0001,B01-X22,M4,680
186,F0001,M31,C01-X02,270
187,F0001,B01-X23,M3,700
188,F0001,M31,C01-X03,260
189,F0001,B01-X21,M4,700
190,F0001,M31,C01-X01,290
191,F0001,D01-X08,M40,380
192,F0001,M79,M80,130
193,F0001,M80,T203-X08,430
194,F0001,D01-X09,M40,360
195,F0001,M80,T203-X09,380
196,F0001,D01-X07,M40,410
197,F0001,M80,T203-X07,450
198,F0001,D01-X10,M40,340
199,F0001,M79,T203-X10,490
200,F0001,C06-X14,M111,460
201,F0001,M25,M27,140
202,F0001,M5,C07-X10,520
203,F0001,T204-X06,M64,370
204,F0001,M73,T504-X01,300
205,F0001,T204-X10,M63,340
206,F0001,M94,M95,80
207,F0001,M95,T256-X02,290
208,F0001,T204-X01,M55,310
209,F0001,M55,M64,110
210,F0001,M87,F02-X01,240
211,F0001,C06-X09,M113,280
212,F0001,M5,C07-X05,500
213,F0001,C06-X06,M113,310
214,F0001,M5,C07-X02,540
215,F0001,C06-X03,M113,250
216,F0001,M65,M66,120
217,F0001,M67,F01-X05,310
218,F0001,C06-X04,M113,250
219,F0001,C06-X08,M113,300
220,F0001,M5,C07-X04,510
221,F0001,C06-X11,M113,290
222,F0001,M5,C07-X07,550
223,F0001,C06-X15,M113,320
224,F0001,M5,C07-X11,500
225,F0001,T204-X02,M64,300
226,F0001,M87,M88,120
227,F0001,M88,F02-X02,240
228,F0001,C06-X12,M113,310
229,F0001,M5,C07-X08,540
230,F0001,C06-X10,M113,280
231,F0001,M5,C07-X06,490
232,F0001,C06-X02,M113,260
233,F0001,M66,F01-X04,300
234,F0001,C06-X13,M111,410
235,F0001,M5,C07-X09,540
