event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,395,328,1283,t_z_525_524_3,z,0.99899999999999989,0.99899999999999989,-27.674823760986328,1,-27.174823760986328,-30.414299803142306,3.677098656703258,-63.635597229003906,-27.674823760986328,0.0012683868408203125,root_z,0.5,1e+20,2.934110000000004,1e+20,17207,1,0.019837503999999999,0.69815405399999997,0.71831268500000001,true,branched,
1,3,1,395,157,507,t_z_93_92_3,z,0.99799999999999967,0.99799999999999967,-27.632419586181641,0,-27.632419586181641,-29.570486706118039,2.846339068553815,-55.311557769775391,-27.632419586181641,0.058874130249023438,root_z,0.5,1e+20,2.934110000000004,1e+20,17209,2,0.018886839999999998,0.66102788899999998,0.67991909900000003,true,branched,
2,5,2,394,379,1513,t_z_544_518_2,z,0.86186738433941357,0.86186738433941357,-27.651561737060547,0,-27.651561737060547,-29.53269201849923,2.8466000932825364,-55.259391784667969,-27.651561737060547,0.01280975341796875,root_z,0.5,1e+20,2.934110000000004,1e+20,17213,3,0.018563034999999999,0.65328503900000001,0.67185318000000005,true,branched,
3,7,3,389,175,561,t_z_137_136_2,z,0.91110683247401747,0.91110683247401747,-27.632379531860352,0,-27.632379531860352,-29.523446159068602,2.8578328073652153,-55.220394134521484,-27.632379531860352,0.022523880004882812,root_z,0.5,1e+20,2.934110000000004,1e+20,17224,4,0.019274665,0.61423846000000004,0.63351732100000002,true,branched,
4,9,4,380,288,1213,t_z_521_509_0,z,0.80942330451925604,0.80942330451925604,-27.616296768188477,0,-27.616296768188477,-29.503632891805548,2.8817406095332365,-55.181373596191406,-27.616296768188477,0.0325775146484375,root_z,0.5,1e+20,2.934110000000004,1e+20,17227,5,0.01936241,0.65367694700000001,0.67304388999999998,true,branched,
5,11,5,380,188,642,t_z_132_152_3,z,0.8889632452482279,0.8889632452482279,-27.615896224975586,0,-27.615896224975586,-29.474611608605635,2.8799250275275323,-55.142704010009766,-27.615896224975586,0.0037174224853515625,root_z,0.5,1e+20,2.934110000000004,1e+20,17230,6,0.019238904000000001,0.62211929399999999,0.64136277399999997,true,branched,
6,13,6,379,321,1330,t_z_230_495_3,z,0.88712961049657735,0.88712961049657735,-27.596576690673828,0,-27.596576690673828,-29.465047282719674,2.8796092310831285,-55.107231140136719,-27.596576690673828,0.0055694580078125,root_z,0.5,1e+20,2.934110000000004,1e+20,17234,7,0.018609454000000001,0.65628061500000001,0.67489508600000003,true,branched,
7,15,7,378,325,1346,t_z_285_529_3,z,0.88712961049657735,0.88712961049657735,-27.58647346496582,0,-27.58647346496582,-29.449714660644531,2.8784466264645032,-55.073146820068359,-27.58647346496582,0.011125564575195312,root_z,0.5,1e+20,2.934110000000004,1e+20,17235,8,0.018758918999999999,0.60495697400000004,0.62372061899999998,true,branched,
8,17,8,377,314,1285,t_z_526_525_0,z,0.997,0.997,-27.582185745239258,0,-27.582185745239258,-29.438672478066199,2.8767092285213818,-55.040870666503906,-27.582185745239258,0.00751495361328125,root_z,0.5,1e+20,2.934110000000004,1e+20,17236,9,0.018984997999999999,0.60014488799999999,0.61913491399999998,true,branched,
9,19,9,376,179,592,t_z_133_152_2,z,0.88712758677215653,0.88712758677215653,-27.58875846862793,0,-27.58875846862793,-29.437318279388101,2.8752919533785541,-55.018146514892578,-27.58875846862793,0.0035037994384765625,root_z,0.5,1e+20,2.934110000000004,1e+20,17238,10,0.019588206,0.59003933600000003,0.60963202800000005,true,branched,
10,21,10,430,267,931,t_z_505_504_3,z,0.92241100658724495,0.92241100658724495,-27.607975006103516,0,-27.607975006103516,-30.714908333711847,4.1109883740932389,-55.021213531494141,-27.607975006103516,0.073316574096679688,root_z,0.5,1e+20,2.934110000000004,1e+20,17292,11,0.018368012,0.60769521100000001,0.62606859500000001,true,branched,
11,23,11,430,370,1335,t_z_495_285_1,z,0.83509063956099283,0.83509063956099283,-27.698488235473633,0,-27.698488235473633,-30.721054290061772,4.1033756489926612,-55.005744934082031,-27.698488235473633,9.72747802734375e-05,root_z,0.5,1e+20,2.934110000000004,1e+20,17295,12,0.018785857,0.60681659499999996,0.62560713999999995,true,branched,
12,25,12,429,251,845,t_z_499_3_0,z,0.96821634317851513,0.96821634317851513,-27.707839965820312,0,-27.707839965820312,-30.729409677999001,4.0999330953304458,-54.990951538085938,-27.707839965820312,0.0056896209716796875,root_z,0.5,1e+20,2.934110000000004,1e+20,17296,13,0.018685566000000001,0.60485025199999998,0.62354073700000001,true,branched,
13,26,13,460,275,835,t_z_496_1_3,z,0.92233649253280015,0.92233649253280015,-27.704097747802734,0,-27.704097747802734,-30.785206421561863,3.9958542662261043,-54.998001098632812,-27.704097747802734,0.070386886596679688,root_z,0.5,1e+20,2.934110000000004,1e+20,17368,14,0.019046041,0.60275590599999995,0.62180671600000004,true,branched,
14,28,14,460,319,995,t_z_76_1_3,z,0.998,0.998,-27.715339660644531,0,-27.715339660644531,-30.790030371624489,3.9908652592037814,-54.988201141357422,-27.715339660644531,0.072423934936523438,root_z,0.5,1e+20,2.934110000000004,1e+20,17375,15,0.019729790000000001,0.64196992900000005,0.66170465899999997,true,branched,
15,31,15,460,236,659,t_z_240_76_3,z,0.999,0.999,-27.719242095947266,0,-27.719242095947266,-30.791366116896921,3.985491342052117,-54.976482391357422,-27.719242095947266,0.077974319458007812,root_z,0.5,1e+20,2.934110000000004,1e+20,17376,16,0.018738050999999999,0.66860920499999998,0.68735241300000005,true,branched,
16,33,16,459,212,553,t_z_136_135_2,z,0.86051446192117353,0.86051446192117353,-27.785907745361328,0,-27.785907745361328,-30.787086665500482,3.9876178927820081,-54.967502593994141,-27.785907745361328,0.021160125732421875,root_z,0.5,1e+20,2.934110000000004,1e+20,17376,17,0.01855445,0.682360615,0.700920137,true,branched,
17,34,17,427,338,1231,t_z_134_133_1,z,0.80521739130434766,0.80521739130434766,-27.823387145996094,0,-27.823387145996094,-30.92739685022859,4.0551417514240438,-54.987751007080078,-27.823387145996094,0.0541534423828125,root_z,0.5,1e+20,2.934110000000004,1e+20,17422,18,0.018585399999999998,0.69098098900000005,0.70957097099999999,true,branched,
18,37,18,427,255,834,t_z_1_496_3,z,0.92370000000000074,0.92370000000000074,-27.884548187255859,0,-27.884548187255859,-30.9398300563982,4.0419035003518076,-54.975017547607422,-27.884548187255859,0.0071811676025390625,root_z,0.5,1e+20,2.934110000000004,1e+20,17427,19,0.018554918,0.59761836300000004,0.61617794699999995,true,branched,
19,39,19,413,200,627,t_z_189_188_3,z,0.999,0.999,-27.875175476074219,0,-27.875175476074219,-30.967988607669859,4.1315462632028934,-54.955818176269531,-27.875175476074219,0.035329818725585938,root_z,0.5,1e+20,2.934110000000004,1e+20,17435,20,0.018681704,0.67459831800000003,0.69328506400000001,true,branched,
20,41,20,449,375,1287,t_z_526_525_1,z,0.99649999999999994,0.99649999999999994,-27.806207656860352,0,-27.806207656860352,-31.219592610552475,4.2423316841459933,-54.992488861083984,-27.806207656860352,0.10410118103027344,root_z,0.5,1e+20,2.934110000000004,1e+20,17486,21,0.018957805000000001,0.61469521100000002,0.63365764000000002,true,branched,
21,43,21,443,187,501,t_z_93_92_0,z,0.999,0.999,-27.923488616943359,0,-27.923488616943359,-31.20953799262811,4.2531190126507692,-54.986244201660156,-27.923488616943359,0.040258407592773438,root_z,0.5,1e+20,2.934110000000004,1e+20,17490,22,0.019482735000000001,0.60629663300000003,0.625784008,true,branched,
22,45,22,437,165,427,t_z_3_2_3,z,0.92038888888888815,0.92038888888888815,-27.976657867431641,0,-27.976657867431641,-31.226874427882702,4.2677616856701661,-54.977153778076172,-27.976657867431641,0.019001007080078125,root_z,0.5,1e+20,2.934110000000004,1e+20,17491,23,0.019249794000000001,0.60691548699999998,0.62617071300000005,true,branched,
23,46,23,454,305,968,t_z_508_509_2,z,0.99859999999999993,0.99859999999999993,-28.046436309814453,0,-28.046436309814453,-31.218278742046607,4.2277436833107167,-54.910850524902344,-28.046436309814453,0.0059604644775390625,root_z,0.5,1e+20,2.934110000000004,1e+20,17569,24,0.019447197999999999,0.60113132899999999,0.62058331600000005,true,branched,
24,49,24,463,315,969,t_z_509_508_2,z,0.89200000000000057,0.89200000000000057,-27.960262298583984,0,-27.960262298583984,-31.226224116578731,4.1975740808866702,-54.904884338378906,-27.960262298583984,0.10382652282714844,root_z,0.5,1e+20,2.934110000000004,1e+20,17577,25,0.019027826000000001,0.59874377700000003,0.61777616300000004,true,branched,
25,50,25,462,396,1303,t_z_527_189_1,z,0.99959999999999993,0.99959999999999993,-28.07103157043457,0,-28.07103157043457,-31.230753729353737,4.1962741658070355,-54.889556884765625,-28.07103157043457,0.02733612060546875,root_z,0.5,1e+20,2.934110000000004,1e+20,17579,26,0.018705257999999999,0.626607252,0.64531692100000004,true,branched,
26,53,26,460,208,537,t_z_133_132_2,z,0.83363333333333345,0.83363333333333345,-28.1072998046875,0,-28.1072998046875,-31.242879448766292,4.1982069176349741,-54.879581451416016,-28.1072998046875,0.00215911865234375,root_z,0.5,1e+20,2.934110000000004,1e+20,17582,27,0.018508507,0.64847086799999998,0.66698446,true,branched,
27,54,27,459,234,641,t_z_152_132_2,z,0.998,0.998,-27.944484710693359,0,-27.944484710693359,-31.249266622372961,4.1983168003592359,-54.869880676269531,-27.944484710693359,0.17095756530761719,root_z,0.5,1e+20,2.934110000000004,1e+20,17584,28,0.018523986999999999,0.59447101300000005,0.61300018599999995,true,branched,
28,57,28,458,225,595,t_z_152_133_3,z,0.66726666666666667,0.66726666666666667,-28.101993560791016,0,-28.101993560791016,-31.243369077490929,4.2009520768962485,-54.857242584228516,-28.101993560791016,0.009250640869140625,root_z,0.5,1e+20,2.934110000000004,1e+20,17584,29,0.018648373999999999,0.58709704100000004,0.60575006300000001,true,branched,
29,59,29,450,325,1083,t_z_516_515_3,z,0.998,0.998,-28.158191680908203,0,-28.158191680908203,-31.289705607096355,4.2133126857673409,-54.804744720458984,-28.158191680908203,0.038463592529296875,root_z,0.5,1e+20,2.934110000000004,1e+20,17604,30,0.018549685,0.58773809399999999,0.60629229299999998,true,branched,
30,61,30,449,409,1411,t_z_515_230_3,z,0.67482876190476171,0.67482876190476171,-28.199151992797852,0,-28.199151992797852,-31.317334822928721,4.212022562208511,-54.867336273193359,-28.199151992797852,0.01222991943359375,root_z,0.5,1e+20,2.934110000000004,1e+20,17619,31,0.017832003999999999,0.58774118500000005,0.60557861999999996,true,branched,
31,62,31,459,330,1130,t_z_413_518_3,z,0.80059999999999976,0.80059999999999976,-28.227397918701172,0,-28.227397918701172,-31.070097817314995,3.9746510758283451,-54.428199768066406,-28.227397918701172,0.055150985717773438,root_z,0.5,1e+20,2.934110000000004,1e+20,17702,32,0.018506278000000001,0.58580027199999996,0.60431137899999998,true,branched,
32,65,32,469,402,1327,t_z_495_230_1,z,0.79874656084656093,0.79874656084656093,-28.281221389770508,0,-28.281221389770508,-31.09685949882719,3.9469981637313878,-54.422946929931641,-28.281221389770508,0.01181793212890625,root_z,0.5,1e+20,2.934110000000004,1e+20,17714,33,0.018466631000000001,0.58623129600000001,0.60470298600000005,true,branched,
33,67,33,467,404,1339,t_z_495_285_3,z,0.5334000000000001,0.5334000000000001,-28.292051315307617,0,-28.292051315307617,-31.100032132493862,3.9596007881051225,-54.446449279785156,-28.292051315307617,0.024888992309570312,root_z,0.5,1e+20,2.934110000000004,1e+20,17716,34,0.018571936000000001,0.58706324600000004,0.60564002100000003,true,branched,
34,68,34,453,371,1250,t_z_152_505_3,z,0.99933333333333341,0.99933333333333341,-28.172988891601562,0,-28.172988891601562,-31.151443380393729,3.9689745800752139,-54.553123474121094,-28.172988891601562,0.13539505004882812,root_z,0.5,1e+20,2.934110000000004,1e+20,17745,35,0.018526450999999999,0.58609286000000005,0.60462445899999995,true,branched,
35,71,35,451,309,976,t_z_509_510_2,z,0.99766666666666637,0.99766666666666637,-28.298313140869141,0,-28.298313140869141,-31.153197552835334,3.9726619827806453,-54.540554046630859,-28.298313140869141,0.034633636474609375,root_z,0.5,1e+20,2.934110000000004,1e+20,17746,36,0.018780583999999999,0.587714827,0.60650096399999998,true,branched,
36,73,36,449,355,1216,t_z_509_521_2,z,0.996,0.996,-28.323026657104492,0,-28.323026657104492,-31.155052936953265,3.9772632398997119,-54.528388977050781,-28.323026657104492,0.008518218994140625,root_z,0.5,1e+20,2.934110000000004,1e+20,17748,37,0.018415434000000001,0.58697921099999995,0.605399672,true,branched,
37,74,37,446,388,1353,t_z_529_521_2,z,0.999,0.999,-28.296295166015625,0,-28.296295166015625,-31.223959832982633,3.9280398187533581,-54.179508209228516,-28.296295166015625,0.078302383422851562,root_z,0.5,1e+20,2.934110000000004,1e+20,17826,38,0.018496136999999999,0.58712485299999995,0.60562635399999998,true,branched,
38,77,38,445,158,421,t_z_3_2_0,z,0.999,0.999,-28.354850769042969,0,-28.354850769042969,-31.211464536859747,3.931203945312328,-54.165016174316406,-28.354850769042969,0.022434234619140625,root_z,0.5,1e+20,2.934110000000004,1e+20,17826,39,0.018075257000000001,0.597509654,0.61558941599999994,true,branched,
39,79,39,436,370,1301,t_z_527_189_0,z,0.99649999999999994,0.99649999999999994,-28.370307922363281,0,-28.370307922363281,-31.229848131127312,3.9587996919895945,-54.156406402587891,-28.370307922363281,0.02978515625,root_z,0.5,1e+20,2.934110000000004,1e+20,17829,40,0.018749537,0.59974293300000003,0.61849739199999998,true,branched,
40,81,40,477,460,1511,t_z_544_518_1,z,0.999,0.999,-28.278188705444336,0,-28.278188705444336,-31.498335444452376,3.8212437989691637,-53.642486572265625,-28.278188705444336,0.011157989501953125,root_z,0.5,1e+20,2.934110000000004,1e+20,17942,41,0.019657194999999999,0.65165243799999995,0.67131516400000002,true,branched,
41,82,41,476,403,1298,t_z_188_526_3,z,0.998,0.998,-28.285173416137695,0,-28.285173416137695,-31.43618596501711,3.8197252878317327,-53.621353149414062,-28.285173416137695,0.02036285400390625,root_z,0.5,1e+20,2.934110000000004,1e+20,17947,42,0.019252846000000001,0.69472147399999995,0.71397903799999995,true,branched,
42,85,42,475,273,843,t_z_496_2_3,z,0.996,0.996,-28.288248062133789,0,-28.288248062133789,-31.426144308792917,3.8221211355166353,-53.608390808105469,-28.288248062133789,0.11301994323730469,root_z,0.5,1e+20,2.934110000000004,1e+20,17947,43,0.01943344,0.69781000299999996,0.71724777900000003,true,branched,
43,87,43,474,346,1118,t_z_508_518_1,z,0.999,0.999,-28.393268585205078,0,-28.393268585205078,-31.426838605212762,3.8216271882562145,-53.599361419677734,-28.393268585205078,0.031339645385742188,root_z,0.5,1e+20,2.934110000000004,1e+20,17948,44,0.019503939000000001,0.61165082400000004,0.63115951000000003,true,branched,
44,89,44,473,205,539,t_z_133_132_3,z,0.997,0.997,-28.410564422607422,0,-28.410564422607422,-31.419595585312955,3.8239702695693443,-53.588726043701172,-28.410564422607422,0.012228012084960938,root_z,0.5,1e+20,2.934110000000004,1e+20,17948,45,0.019407338999999999,0.69910559900000002,0.71851793799999997,true,branched,
45,90,45,441,285,961,t_z_508_507_2,z,0.9986666666666667,0.9986666666666667,-28.196271896362305,0,-28.196271896362305,-31.269440890980416,3.7617560279304652,-53.301170349121094,-28.196271896362305,0.13697624206542969,root_z,0.5,1e+20,2.934110000000004,1e+20,17999,47,0.019027414999999999,0.68884924999999997,0.70788159500000003,true,branched,
46,92,46,439,329,1185,t_z_512_507_2,z,0.999,0.999,-28.237968444824219,0,-28.237968444824219,-31.302222827572486,3.7658795038496589,-53.34539794921875,-28.237968444824219,0.065877914428710938,root_z,0.5,1e+20,2.934110000000004,1e+20,18018,48,0.018739651999999999,0.60578584700000004,0.62453080100000002,true,branched,
47,95,47,437,184,535,t_z_133_132_1,z,0.71342857142857152,0.71342857142857152,-28.28582763671875,0,-28.28582763671875,-31.29570220318757,3.771769096475436,-53.330184936523438,-28.28582763671875,0.0517730712890625,root_z,0.5,1e+20,2.934110000000004,1e+20,18018,49,0.018176332,0.59482610199999997,0.61300734000000001,true,branched,
48,97,48,433,181,530,t_z_131_132_3,z,0.999,0.999,-28.316181182861328,0,-28.316181182861328,-31.258751659965956,3.7375540214768361,-53.294162750244141,-28.316181182861328,0.10098457336425781,root_z,0.5,1e+20,2.934110000000004,1e+20,18030,50,0.019260434999999999,0.60456012699999995,0.62382488199999997,true,branched,
49,99,49,432,254,865,t_z_501_500_2,z,0.66666666666666663,0.66666666666666663,-28.407695770263672,0,-28.407695770263672,-31.257089349958633,3.7406889412128841,-53.289176940917969,-28.407695770263672,0.027462005615234375,root_z,0.5,1e+20,2.934110000000004,1e+20,18030,51,0.018805374,0.59844165999999999,0.61725184300000002,true,branched,
50,101,50,439,184,531,t_z_132_131_3,z,0.60179426289199378,0.60179426289199378,-28.391012191772461,0,-28.391012191772461,-31.252634222252222,3.6934098284024541,-53.241249084472656,-28.391012191772461,0.0627899169921875,root_z,0.5,1e+20,2.934110000000004,1e+20,18050,52,0.019149510000000002,0.606887964,0.62604230000000005,true,branched,
51,102,51,438,405,1429,t_z_525_137_0,z,0.54932053601681285,0.54932053601681285,-28.413461685180664,0,-28.413461685180664,-31.223168194566142,3.6970303236892352,-53.201675415039062,-28.413461685180664,0.0016956329345703125,root_z,0.5,1e+20,2.934110000000004,1e+20,18068,54,0.020013545000000001,0.61964928699999999,0.639668138,true,branched,
52,105,52,437,328,1186,t_z_507_512_3,z,0.99749999999999983,0.99749999999999983,-28.412548065185547,0,-28.412548065185547,-31.222648664251892,3.6989390000576492,-53.1910400390625,-28.412548065185547,0.0073375701904296875,root_z,0.5,1e+20,2.934110000000004,1e+20,18070,55,0.019066525000000001,0.62126292699999996,0.64033457599999999,true,branched,
53,107,53,440,297,1018,t_z_512_513_3,z,0.99900000000000011,0.99900000000000011,-28.025077819824219,0,-28.025077819824219,-31.216245924342761,3.6905930571324226,-53.191688537597656,-28.025077819824219,0.40245246887207031,root_z,0.5,1e+20,2.934110000000004,1e+20,18077,56,0.018964901999999999,0.60906155200000001,0.62803135499999996,true,branched,
54,108,54,441,315,1127,t_z_518_413_1,z,0.999,0.999,-28.106122970581055,0,-28.106122970581055,-31.149498612972614,3.611393304286604,-52.853485107421875,-28.106122970581055,0.09751129150390625,root_z,0.5,1e+20,2.934110000000004,1e+20,18097,57,0.019096743999999999,0.62005543600000002,0.63915651200000001,true,branched,
55,110,55,450,325,1135,t_z_413_94_1,z,0.998,0.998,-28.207910537719727,0,-28.207910537719727,-31.189869541592067,3.6318121279103952,-52.946571350097656,-28.207910537719727,0.01383209228515625,root_z,0.5,1e+20,2.934110000000004,1e+20,18130,58,0.019148717999999999,0.60993439599999999,0.62908811799999997,true,branched,
56,113,56,450,325,1134,t_z_94_413_1,z,0.998,0.998,-28.060779571533203,0,-28.060779571533203,-31.189041697184244,3.6319031621740794,-52.942737579345703,-28.060779571533203,0.16135787963867188,root_z,0.5,1e+20,2.934110000000004,1e+20,18131,59,0.019128592,0.625746154,0.64487934000000002,true,branched,
57,114,57,449,334,1170,t_z_127_513_3,z,0.99900000000000011,0.99900000000000011,-28.192224502563477,0,-28.192224502563477,-31.166368212625549,3.6332840464065086,-52.903301239013672,-28.192224502563477,0.0048656463623046875,root_z,0.5,1e+20,2.934110000000004,1e+20,18132,61,0.018944025999999999,0.62078316499999997,0.63973203300000003,true,branched,
58,117,58,448,334,1171,t_z_513_127_3,z,0.99800000000000011,0.99800000000000011,-28.070531845092773,0,-28.070531845092773,-31.165482052734919,3.6345330631302621,-52.892303466796875,-28.070531845092773,0.13563728332519531,root_z,0.5,1e+20,2.934110000000004,1e+20,18133,62,0.018991946999999999,0.60935652600000001,0.62835346599999997,true,branched,
59,118,59,447,338,1183,t_z_512_507_1,z,0.998,0.998,-28.208438873291016,0,-28.208438873291016,-31.172432261558722,3.6358491063204457,-52.886676788330078,-28.208438873291016,0.21122169494628906,root_z,0.5,1e+20,2.934110000000004,1e+20,18134,63,0.018810394000000001,0.61852198899999999,0.63733714799999996,true,branched,
60,121,60,443,185,533,t_z_133_132_0,z,0.75041666666666673,0.75041666666666673,-28.422229766845703,0,-28.422229766845703,-31.169017412861638,3.6402397269895785,-52.879459381103516,-28.422229766845703,0.005306243896484375,root_z,0.5,1e+20,2.934110000000004,1e+20,18136,64,0.019124197999999999,0.61220809700000001,0.63133744199999997,true,branched,
