event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,395,328,1283,t_z_525_524_3,z,0.99899999999999989,0.99899999999999989,-27.674823760986328,0,-27.674823760986328,-30.414299803142306,3.677098656703258,-63.635597229003906,-27.674823760986328,0.0012683868408203125,none,0,1e+20,2.934110000000004,1e+20,17207,1,0.018234084000000001,0.684971738,0.70321020499999998,true,branched,
1,3,1,395,157,507,t_z_93_92_3,z,0.99799999999999967,0.99799999999999967,-27.632419586181641,0,-27.632419586181641,-29.570486706118039,2.846339068553815,-55.311557769775391,-27.632419586181641,0.058874130249023438,none,0,1e+20,2.934110000000004,1e+20,17209,2,0.018598831,0.66851886699999996,0.68712119999999999,true,branched,
2,5,2,394,379,1513,t_z_544_518_2,z,0.86186738433941357,0.86186738433941357,-27.651561737060547,0,-27.651561737060547,-29.53269201849923,2.8466000932825364,-55.259391784667969,-27.651561737060547,0.01280975341796875,none,0,1e+20,2.934110000000004,1e+20,17213,3,0.018187472999999999,0.67102748099999998,0.68921843199999999,true,branched,
3,7,3,389,175,561,t_z_137_136_2,z,0.91110683247401747,0.91110683247401747,-27.632379531860352,0,-27.632379531860352,-29.523446159068602,2.8578328073652153,-55.220394134521484,-27.632379531860352,0.022523880004882812,none,0,1e+20,2.934110000000004,1e+20,17224,4,0.018824918999999999,0.66747344799999997,0.68630216200000005,true,branched,
4,9,4,380,288,1213,t_z_521_509_0,z,0.80942330451925604,0.80942330451925604,-27.616296768188477,0,-27.616296768188477,-29.503632891805548,2.8817406095332365,-55.181373596191406,-27.616296768188477,0.0325775146484375,none,0,1e+20,2.934110000000004,1e+20,17227,5,0.017813018,0.66953912400000004,0.68735580799999996,true,branched,
5,11,5,380,188,642,t_z_132_152_3,z,0.8889632452482279,0.8889632452482279,-27.615896224975586,0,-27.615896224975586,-29.474611608605635,2.8799250275275323,-55.142704010009766,-27.615896224975586,0.0037174224853515625,none,0,1e+20,2.934110000000004,1e+20,17230,6,0.017916443000000001,0.66821721000000001,0.68613728100000004,true,branched,
6,13,6,379,321,1330,t_z_230_495_3,z,0.88712961049657735,0.88712961049657735,-27.596576690673828,0,-27.596576690673828,-29.465047282719674,2.8796092310831285,-55.107231140136719,-27.596576690673828,0.0055694580078125,none,0,1e+20,2.934110000000004,1e+20,17234,7,0.018133350999999999,0.66532488999999995,0.68346207999999997,true,branched,
7,15,7,378,325,1346,t_z_285_529_3,z,0.88712961049657735,0.88712961049657735,-27.58647346496582,0,-27.58647346496582,-29.449714660644531,2.8784466264645032,-55.073146820068359,-27.58647346496582,0.011125564575195312,none,0,1e+20,2.934110000000004,1e+20,17235,8,0.018077214000000001,0.66325957000000002,0.68134030700000003,true,branched,
8,17,8,377,314,1285,t_z_526_525_0,z,0.997,0.997,-27.582185745239258,0,-27.582185745239258,-29.438672478066199,2.8767092285213818,-55.040870666503906,-27.582185745239258,0.00751495361328125,none,0,1e+20,2.934110000000004,1e+20,17236,9,0.017958918000000001,0.672826857,0.69078954699999995,true,branched,
9,19,9,376,179,592,t_z_133_152_2,z,0.88712758677215653,0.88712758677215653,-27.58875846862793,0,-27.58875846862793,-29.437318279388101,2.8752919533785541,-55.018146514892578,-27.58875846862793,0.0035037994384765625,none,0,1e+20,2.934110000000004,1e+20,17238,10,0.017705841,0.66238514199999998,0.68009466299999999,true,branched,
