event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason,source_file,method,instance_id,prim_score,extract_time_seconds
87,174,28,460,361,1216,t_z_509_521_2,z,0.998,0.998,-30.403263092041016,0.0,-30.403263092041016,-33.37657206576804,3.952853048637969,-55.8985595703125,-30.403263092041016,0.0175437927246093,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21428,93,0.018651342,0.627396448,0.646052774,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018651342
88,176,29,464,404,1353,t_z_529_521_2,z,0.999,0.999,-30.407819747924805,0.0,-30.407819747924805,-33.38288218399574,3.893364362819911,-55.68650817871094,-30.407819747924805,0.0323963165283203,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21466,94,0.0181477129999999,0.5986855669999999,0.6168381109999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0181477129999999
89,179,30,471,324,976,t_z_509_510_2,z,0.998,0.998,-30.44911766052246,0.0,-30.44911766052246,-33.33782735852932,3.843272722066071,-55.50817108154297,-30.44911766052246,0.0021114349365234,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21484,95,0.019278461,0.625480433,0.644763768,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019278461
90,181,31,461,387,1294,t_z_188_526_1,z,0.999,0.999,-30.44357681274414,0.0,-30.44357681274414,-33.34252861420141,3.86747309757192,-55.50299835205078,-30.44357681274414,0.0396957397460937,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21485,96,0.0188493079999999,0.5953001079999999,0.614154017,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0188493079999999
91,183,32,459,203,529,t_z_132_131_2,z,0.7942148148148149,0.7942148148148149,-30.47125625610352,0.0,-30.47125625610352,-33.34269733470509,3.8723933366764633,-55.49743270874024,-30.47125625610352,0.0201778411865234,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,21485,97,0.018735096,0.632936491,0.651676574,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018735096
92,48,24,464,311,961,t_z_508_507_2,z,0.9989999999999998,0.9989999999999998,-31.42606735229492,0.0,-31.42606735229492,-34.40045984037991,3.888645748597987,-56.68797302246094,-31.42606735229492,0.0497322082519531,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22860,98,0.0185393779999999,0.598514175,0.6170585659999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0185393779999999
93,186,25,469,203,529,t_z_132_131_2,z,0.999,0.999,-31.37576675415039,0.0,-31.37576675415039,-34.3601181502027,3.8203664561442814,-56.59280014038086,-31.37576675415039,0.1096611022949218,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22895,99,0.019056982,0.5952268419999999,0.614288743,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019056982
94,189,26,467,207,537,t_z_133_132_2,z,0.8336333333333334,0.8336333333333334,-31.463903427124023,0.0,-31.463903427124023,-34.34841856047734,3.8254792539066194,-56.57360076904297,-31.463903427124023,0.0380573272705078,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22895,100,0.019023667,0.612782935,0.6318114799999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019023667
95,191,27,462,222,595,t_z_152_133_3,z,0.7781777777777777,0.7781777777777777,-31.413749694824215,0.0,-31.413749694824215,-34.34660314584707,3.825698010183932,-56.48812103271485,-31.413749694824215,0.0731086730957031,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22897,101,0.019077271,0.5929097319999999,0.611992062,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019077271
96,193,28,451,395,1353,t_z_529_521_2,z,0.8865014078110808,0.8865014078110808,-31.480234146118164,0.0,-31.480234146118164,-34.35961022979669,3.7980639059422656,-56.251567840576165,-31.480234146118164,0.056640625,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22933,102,0.020170792,0.616613988,0.636789665,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.020170792
97,195,29,449,201,535,t_z_133_132_1,z,0.6364779307707013,0.6364779307707013,-31.54413604736328,0.0,-31.54413604736328,-34.36593305507057,3.802285832106604,-56.25501251220703,-31.54413604736328,0.0013313293457031,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22936,103,0.019108282,0.6537886029999999,0.672901441,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019108282
98,197,30,460,367,1217,t_z_521_509_2,z,0.8221792174796746,0.8221792174796746,-31.56016540527344,0.0,-31.56016540527344,-34.310815263831095,3.7484482005113686,-56.13063049316406,-31.56016540527344,0.0004234313964843,root_z,0.5,2.992145980000004,2.934110000000004,0.0197797560418661,22952,104,0.0189016439999999,0.61694502,0.635851979,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0189016439999999
99,56,28,459,226,595,t_z_152_133_3,z,0.6672666666666665,0.6672666666666665,-35.61275100708008,0.0,-35.61275100708008,-38.60574265191238,3.8463248065389815,-60.21535873413086,-35.61275100708008,0.0454826354980468,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28310,105,0.018436797,0.5809704589999999,0.599412456,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018436797
100,200,29,491,450,1411,t_z_515_230_3,z,0.8026940979208586,0.8026940979208586,-35.640926361083984,0.0,-35.640926361083984,-38.62887292772592,3.767778604243204,-60.12032318115234,-35.640926361083984,0.048187255859375,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28362,106,0.018477298,0.591515274,0.6099968369999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018477298
101,203,30,492,432,1339,t_z_495_285_3,z,0.5,0.5,-35.71091079711914,0.0,-35.71091079711914,-38.574921507176335,3.7417107169666144,-60.01375961303711,-35.71091079711914,0.0092964172363281,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28405,107,0.0181844799999999,0.6103198159999998,0.628509089,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0181844799999999
102,205,31,491,220,538,t_z_132_133_3,z,0.999,0.999,-35.703025817871094,0.0,-35.703025817871094,-38.56267483899647,3.742082721572322,-59.992141723632805,-35.703025817871094,0.0340957641601562,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28406,108,0.0182806509999999,0.630447486,0.648733379,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0182806509999999
103,207,32,490,227,562,t_z_136_137_3,z,0.7004184231069476,0.7004184231069476,-35.71731948852539,0.0,-35.71731948852539,-38.54844393048968,3.743645333287189,-59.971206665039055,-35.71731948852539,0.0109062194824218,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28406,109,0.0177102599999999,0.624604153,0.6423194079999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0177102599999999
104,209,33,488,354,1083,t_z_516_515_3,z,0.998,0.998,-35.71539306640625,0.0,-35.71539306640625,-38.557067957080775,3.744556323706172,-59.95442581176758,-35.71539306640625,0.0110015869140625,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28413,110,0.0185500549999999,0.626771563,0.645326528,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0185500549999999
105,211,34,487,299,859,t_z_500_499_3,z,0.6666666666666667,0.6666666666666667,-35.716827392578125,0.0,-35.716827392578125,-38.54934211433301,3.7454370052902295,-59.93658065795898,-35.716827392578125,0.0073394775390625,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,28419,111,0.0182167339999999,0.626489229,0.644710529,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0182167339999999
106,60,30,428,191,535,t_z_133_132_1,z,0.997,0.997,-45.37102508544922,0.0,-45.37102508544922,-48.147409207352965,3.4465670458438327,-67.86578369140625,-45.37102508544922,0.0770797729492187,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38488,112,0.0179468789999999,0.6109916109999999,0.628942797,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0179468789999999
107,215,31,427,186,527,t_z_132_131_1,z,0.994,0.994,-45.41229248046875,0.0,-45.41229248046875,-48.13600250708694,3.4471819568087088,-67.84561920166016,-45.41229248046875,0.0197715759277343,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38490,113,0.018116244,0.662846091,0.68096676,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018116244
108,217,32,425,385,1411,t_z_515_230_3,z,0.9185696296296298,0.9185696296296298,-45.4227409362793,0.0,-45.4227409362793,-48.13475953046013,3.4508978745690446,-67.83209991455078,-45.4227409362793,0.0682640075683593,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38492,114,0.01844994,0.5810488919999999,0.5995030679999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.01844994
109,219,33,424,280,956,t_z_507_508_0,z,0.998,0.998,-45.47842025756836,0.0,-45.47842025756836,-48.12814292367899,3.451775703854206,-67.81820678710938,-45.47842025756836,0.013946533203125,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38493,115,0.018275491,0.5841506859999999,0.6024302879999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018275491
110,220,34,427,349,1250,t_z_152_505_3,z,0.8829533333333331,0.8829533333333331,-45.48794174194336,0.0,-45.48794174194336,-48.10537004135811,3.440158946955159,-67.80493927001953,-45.48794174194336,0.0586395263671875,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38501,116,0.0185262869999999,0.599528528,0.618059114,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0185262869999999
111,222,35,455,398,1339,t_z_495_285_3,z,0.5,0.5,-45.5535545349121,0.0,-45.5535545349121,-48.06988872486156,3.35781302814332,-67.89659118652344,-45.5535545349121,0.0024375915527343,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38556,117,0.01882429,0.589999499,0.6088285869999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.01882429
112,225,36,454,327,1082,t_z_515_516_3,z,0.9993333333333334,0.9993333333333334,-45.54505157470703,0.0,-45.54505157470703,-48.064186188618,3.3587778129402146,-67.88573455810547,-45.54505157470703,0.0143394470214843,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38557,118,0.019027181,0.6640688089999999,0.683100337,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019027181
113,47,23,433,186,537,t_z_133_132_2,z,0.8238283307679155,0.8238283307679155,-45.682655334472656,0.0,-45.682655334472656,-48.38721292508942,3.507756317930657,-68.45938110351562,-45.682655334472656,0.0353775024414062,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38685,119,0.019173267,0.657670095,0.676847681,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019173267
114,229,24,427,199,595,t_z_152_133_3,z,0.7577592592592598,0.7577592592592598,-45.64674758911133,0.0,-45.64674758911133,-48.39235795353838,3.5131830152962262,-68.3827133178711,-45.64674758911133,0.0990982055664062,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38689,120,0.018968465,0.614452431,0.6334255279999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018968465
115,231,25,410,177,535,t_z_133_132_1,z,0.823592857142858,0.823592857142858,-45.63743209838867,0.0,-45.63743209838867,-48.33665218818479,3.5134370918852524,-68.23751831054688,-45.63743209838867,0.0920028686523437,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38711,121,0.018918819,0.592290422,0.611213592,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018918819
116,233,26,408,172,527,t_z_132_131_1,z,0.823592857142858,0.823592857142858,-45.6927490234375,0.0,-45.6927490234375,-48.338472478529994,3.5171841313696763,-68.22708892822266,-45.6927490234375,0.0559844970703125,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38713,122,0.019835574,0.614470135,0.6343101439999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019835574
117,235,27,407,345,1339,t_z_495_285_3,z,0.5,0.5,-45.74235916137695,0.0,-45.74235916137695,-48.33564741429884,3.5185520028585637,-68.21745300292969,-45.74235916137695,0.01446533203125,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38716,123,0.018728721,0.592349502,0.611082906,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018728721
118,237,28,406,365,1411,t_z_515_230_3,z,0.7164940476190472,0.7164940476190472,-45.74869155883789,0.0,-45.74869155883789,-48.33077947494432,3.5197326420730333,-68.20624542236328,-45.74869155883789,0.0234603881835937,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38717,124,0.0189314639999999,0.592713742,0.611649769,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0189314639999999
119,238,29,406,346,1342,t_z_285_529_1,z,0.25,0.25,-45.786815643310554,0.0,-45.786815643310554,-48.328195449753935,3.51423443034,-68.18317413330078,-45.786815643310554,0.0017967224121093,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38738,125,0.01955639,0.594079205,0.613640516,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.01955639
120,40,20,431,187,537,t_z_133_132_2,z,0.8293186222222221,0.8293186222222221,-45.89937973022461,0.0,-45.89937973022461,-48.34971669987017,3.289518963319072,-68.53385925292969,-45.89937973022461,0.0312614440917968,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38920,126,0.019336585,0.6075297499999999,0.626871126,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019336585
121,243,21,425,200,595,t_z_152_133_3,z,0.7638172816728167,0.7638172816728167,-45.85951232910156,0.0,-45.85951232910156,-48.348312126608455,3.291499233854273,-68.45304870605469,-45.85951232910156,0.090118408203125,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38925,127,0.019597616,0.6457433,0.6653454309999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019597616
122,245,22,447,259,851,t_z_499_3_3,z,0.9986666666666664,0.9986666666666664,-45.94493103027344,0.0,-45.94493103027344,-48.322933342099454,3.1581918399922686,-68.28367614746094,-45.94493103027344,0.0524406433105468,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,38987,128,0.019340652,0.6075827569999999,0.6269283129999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019340652
123,246,23,452,373,1287,t_z_526_525_1,z,0.9983333333333334,0.9983333333333334,-46.04507064819336,0.0,-46.04507064819336,-48.38891460621252,3.1443281614775054,-68.28121948242188,-46.04507064819336,0.0121726989746093,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39054,129,0.018649498,0.645327881,0.663982367,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.018649498
124,249,24,453,190,501,t_z_93_92_0,z,0.9988333333333332,0.9988333333333332,-46.00415802001953,0.0,-46.00415802001953,-48.40338289711386,3.1549962716818998,-68.27823638916016,-46.00415802001953,0.052642822265625,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39066,130,0.019457334,0.5958612439999998,0.615323846,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019457334
125,251,25,452,307,969,t_z_509_508_2,z,0.999,0.999,-46.051307678222656,0.0,-46.051307678222656,-48.404737565369736,3.1552311745137613,-68.27106475830078,-46.051307678222656,0.0057754516601562,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39071,131,0.0188608099999999,0.592823933,0.6116892809999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.0188608099999999
126,253,26,443,355,1250,t_z_152_505_3,z,0.8685162615740749,0.8685162615740749,-46.03960418701172,0.0,-46.03960418701172,-48.397478150998495,3.16845737186387,-68.3261489868164,-46.03960418701172,0.0094642639160156,root_z,0.5,2.9624816000000034,2.934110000000004,0.0096695761235943,39075,132,0.019594046,0.608621335,0.6282197149999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed0.branches.csv,root-z-bias,real_01,0.0,0.019594046
0,1,0,733,598,1287,t_z_526_525_1,z,0.999,0.999,-25.088409423828125,1.0,-24.588409423828125,-26.6256690057856,1.107599689871252,-32.63037109375,-25.088409423828125,0.0063343048095703,root_z,0.5,1e+20,2.9341100000000035,1e+20,12769,1,0.024489245,0.725746208,0.750795085,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,1.0,0.024489245
1,3,1,732,593,1279,t_z_525_524_1,z,0.998,0.998,-25.004045486450195,0.0,-25.004045486450195,-26.566628875628197,1.1854332101610776,-33.809547424316406,-25.004045486450195,0.0545272827148437,root_z,0.5,1e+20,2.9341100000000035,1e+20,12775,2,0.0234396899999999,0.697475242,0.720920698,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0234396899999999
2,5,2,731,528,1161,t_z_504_127_2,z,0.999,0.999,-25.02779960632324,0.0,-25.02779960632324,-26.53438029830661,1.1772427861154915,-33.76521301269531,-25.02779960632324,0.0102119445800781,root_z,0.5,1e+20,2.9341100000000035,1e+20,12777,3,0.024251877,0.684455538,0.708713581,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024251877
3,7,3,730,277,591,t_z_152_133_1,z,0.9994523809523808,0.9994523809523808,-25.018966674804688,0.0,-25.018966674804688,-26.5110142407352,1.168224905075453,-33.72688293457031,-25.018966674804688,0.0052337646484375,root_z,0.5,1e+20,2.9341100000000035,1e+20,12779,4,0.0237211379999999,0.688823512,0.7125508689999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0237211379999999
4,9,4,728,660,1431,t_z_525_137_1,z,0.999,0.999,-25.00701904296875,0.0,-25.00701904296875,-26.493724629119203,1.158899098447232,-33.6910285949707,-25.00701904296875,0.0047798156738281,root_z,0.5,1e+20,2.9341100000000035,1e+20,12780,5,0.0234095089999999,0.604193855,0.6276091139999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0234095089999999
5,11,5,727,260,559,t_z_137_136_1,z,0.9986666666666664,0.9986666666666664,-24.951000213623047,0.0,-24.951000213623047,-26.483395391514083,1.148058220171275,-33.659393310546875,-24.951000213623047,0.0595550537109375,root_z,0.5,1e+20,2.9341100000000035,1e+20,12781,6,0.023323123,0.6886993909999999,0.7120289349999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023323123
6,13,6,725,508,1118,t_z_508_518_1,z,0.9986666666666668,0.9986666666666668,-25.019643783569336,0.0,-25.019643783569336,-26.484497617524244,1.137286875635759,-33.63504409790039,-25.019643783569336,0.005197525024414,root_z,0.5,1e+20,2.9341100000000035,1e+20,12783,7,0.023934529,0.691640443,0.7155809469999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023934529
7,15,7,723,522,1159,t_z_504_127_1,z,0.9994285714285714,0.9994285714285714,-25.036306381225582,0.0,-25.036306381225582,-26.48759555420935,1.12670822911238,-33.610721588134766,-25.036306381225582,0.0008697509765625,root_z,0.5,1e+20,2.9341100000000035,1e+20,12784,8,0.024300931,0.599470222,0.623776785,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024300931
8,17,8,722,531,1182,t_z_507_512_1,z,0.999,0.999,-25.054521560668945,0.0,-25.054521560668945,-26.49222382416025,1.1151443075810454,-33.58439254760742,-25.054521560668945,0.0154132843017578,root_z,0.5,1e+20,2.9341100000000035,1e+20,12785,9,0.0237675019999999,0.689773391,0.713546978,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0237675019999999
9,19,9,717,492,1089,t_z_517_516_2,z,0.999,0.999,-25.093435287475582,0.0,-25.093435287475582,-26.498316614531408,1.1058686640142248,-33.56364822387695,-25.093435287475582,0.0004119873046875,root_z,0.5,1e+20,2.9341100000000035,1e+20,12791,10,0.0235020459999999,0.6881685109999999,0.7116760669999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0235020459999999
10,21,10,729,619,1327,t_z_495_230_1,z,0.9993888888888888,0.9993888888888888,-25.20007705688477,0.0,-25.20007705688477,-27.142806329190808,2.280398869114966,-46.64352035522461,-25.20007705688477,0.0200710296630859,root_z,0.5,1e+20,2.9341100000000035,1e+20,12907,11,0.0243847529999999,0.6116455429999998,0.636036186,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0243847529999999
11,23,11,728,441,967,t_z_509_508_1,z,0.9996666666666668,0.9996666666666668,-25.24178695678711,0.0,-25.24178695678711,-27.153980459485734,2.274498117804304,-46.624473571777344,-25.24178695678711,0.0159130096435546,root_z,0.5,1e+20,2.9341100000000035,1e+20,12911,12,0.024946084,0.696648217,0.721600479,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024946084
12,25,12,726,258,539,t_z_133_132_3,z,0.999,0.999,-25.279998779296875,0.0,-25.279998779296875,-27.162123582908272,2.2699677919176966,-46.60276794433594,-25.279998779296875,0.0013904571533203,root_z,0.5,1e+20,2.9341100000000035,1e+20,12915,13,0.0242607089999999,0.7041547639999999,0.7284215539999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0242607089999999
13,27,13,725,263,551,t_z_136_135_1,z,0.996,0.996,-25.290281295776367,0.0,-25.290281295776367,-27.170114019985856,2.2647523208448552,-46.58295822143555,-25.290281295776367,0.033599853515625,root_z,0.5,1e+20,2.9341100000000035,1e+20,12917,14,0.024165122,0.6958960739999999,0.7200668249999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024165122
14,29,14,723,377,851,t_z_499_3_3,z,0.9993333333333334,0.9993333333333334,-25.34731101989746,0.0,-25.34731101989746,-27.180685423221824,2.2608207357993924,-46.56597518920898,-25.34731101989746,0.0048885345458984,root_z,0.5,1e+20,2.9341100000000035,1e+20,12919,15,0.0244472129999999,0.696571926,0.721024866,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.0244472129999999
15,31,15,721,510,1127,t_z_518_413_1,z,0.997,0.997,-25.366649627685547,0.0,-25.366649627685547,-27.18653887353228,2.257180936815234,-46.54631042480469,-25.366649627685547,0.0080184936523437,root_z,0.5,1e+20,2.9341100000000035,1e+20,12920,16,0.023897397,0.6528830479999999,0.676786388,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.023897397
16,33,16,713,562,1247,t_z_505_152_1,z,0.9993888888888888,0.9993888888888888,-25.390281677246094,0.0,-25.390281677246094,-27.16278387553896,2.1835078007796223,-46.526721954345696,-25.390281677246094,0.0060882568359375,root_z,0.5,1e+20,2.9341100000000035,1e+20,12922,17,0.024718302,0.6855382939999999,0.710262361,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_01/production-scip__real_01__root-z-bias__seed1.branches.csv,root-z-bias,real_01,0.0,0.024718302
