event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason,source_file,method,instance_id,prim_score,extract_time_seconds
141,283,108,4,1,270,t_z_27_59_3,z,0.998,0.998,-28.094444274902344,-0.5,-28.344444274902344,-28.272570610046387,0.1227752673559572,-28.391756057739254,-28.094444274902344,0.1281490325927734,topology,0.5,0.0211706995999999,0.0211703156718749,1.8135210213712216e-05,14697,145,0.018634766,0.7835446419999998,0.811394625,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed0.branches.csv,topology-only,real_05,-0.5,0.018634766
142,285,109,3,0,159,t_z_7_5_3,z,0.999,0.999,-28.253833770751957,-0.5,-28.503833770751957,-28.36318651835124,0.0774375950933176,-28.422996520996094,-28.253833770751957,0.1588954925537109,topology,0.5,0.0211706995999999,0.0211703156718749,1.8135210213712216e-05,14697,146,0.018317874,0.7572448649999999,0.784708975,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed0.branches.csv,topology-only,real_05,-0.5,0.018317874
0,1,0,229,2,5,t_m_1_1,m,0.1439276888788273,0.1439276888788273,-27.253595352172848,0.3000000119209289,-27.103595733642575,-27.915404523824495,0.3911853593585336,-29.252878189086918,-27.253595352172848,0.0449428558349609,topology,0.5,1e+20,0.0211702999999999,1e+20,16793,1,0.025915495,0.771678976,0.807008998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.3000000119209289,0.025915495
1,2,1,249,31,69,t_m_17_1,m,0.1522826931374547,0.1522826931374547,-27.17414283752441,0.3000000119209289,-27.02414321899414,-27.867059332299903,0.3989500371348154,-29.28223991394043,-27.17414283752441,0.0053119659423828,topology,0.5,1e+20,0.0211702999999999,1e+20,16828,2,0.02643405,0.7417693029999999,0.7776082619999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.3000000119209289,0.02643405
2,4,2,242,2,6,t_m_1_2,m,0.1592064283652218,0.1592064283652218,-27.138708114624023,0.3000000119209289,-26.98870849609375,-27.835246109765425,0.3999444830140259,-29.222692489624023,-27.138708114624023,0.0289039611816406,topology,0.5,1e+20,0.0211702999999999,1e+20,16860,3,0.0273427229999999,0.7311193919999999,0.7678654219999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.3000000119209289,0.0273427229999999
3,5,2,214,12,21,t_m_5_1,m,0.0909090909090909,0.0909090909090909,-27.23921775817871,0.3000000119209289,-27.08921813964844,-27.87514483371628,0.3880864270173542,-29.25484275817871,-27.149473190307617,0.0136280059814453,topology,0.5,1e+20,0.0211702999999999,1e+20,16981,4,0.027063453,0.72859973,0.7650471819999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.3000000119209289,0.027063453
4,9,3,213,2,4,t_m_1_0,m,0.25,0.25,-27.20392608642578,0.3000000119209289,-27.053926467895508,-27.88289330710828,0.4411510365740977,-29.92305374145508,-27.1541748046875,0.0201950073242187,topology,0.5,1e+20,0.0211702999999999,1e+20,17042,5,0.027076415,0.66465101,0.70121626,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.3000000119209289,0.027076415
5,11,4,189,27,74,t_m_18_2,m,0.2332166666666666,0.2332166666666666,-27.18222045898437,0.3000000119209289,-27.032220840454105,-27.876011924138144,0.4511306452765473,-29.894123077392575,-27.092926025390625,0.0282115936279296,topology,0.5,1e+20,0.0211702999999999,1e+20,17071,6,0.029683944,0.7414654619999999,0.7804818169999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.3000000119209289,0.029683944
6,13,5,179,38,112,t_m_28_0,m,0.1113915062251311,0.1113915062251311,-27.13108253479004,0.0,-27.13108253479004,-27.896647607814,0.4577944389757754,-29.874237060546875,-27.13108253479004,0.0114383697509765,topology,0.5,1e+20,0.0211702999999999,1e+20,17111,7,0.027133984,0.747692612,0.7841871169999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.0,0.027133984
7,15,6,182,41,124,t_m_31_0,m,0.2476184103676505,0.2476184103676505,-27.130298614501957,0.0,-27.130298614501957,-27.861005133324927,0.4668687313918155,-29.836345672607425,-27.130298614501957,0.0018653869628906,topology,0.5,1e+20,0.0211702999999999,1e+20,17126,8,0.026882368,0.7110934319999999,0.747342104,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.0,0.026882368
8,17,7,183,39,116,t_m_29_0,m,0.2476184103676505,0.2476184103676505,-27.12179374694824,0.0,-27.12179374694824,-27.852968528622487,0.4617470775335285,-29.796350479125977,-27.12179374694824,0.0069484710693359,topology,0.5,1e+20,0.0211702999999999,1e+20,17135,9,0.0274210969999999,0.748138103,0.784919639,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.0,0.0274210969999999
9,18,8,192,39,108,t_m_27_0,m,0.1115324804954895,0.1115324804954895,-27.160131454467773,0.0,-27.160131454467773,-27.855611930290856,0.4482274608827053,-29.763021469116207,-27.160131454467773,0.0041332244873046,topology,0.5,1e+20,0.0211702999999999,1e+20,17144,10,0.027008871,0.7410994659999999,0.777447463,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.0,0.027008871
10,21,9,197,13,44,t_m_11_0,m,0.3476670771428189,0.3476670771428189,-27.27827835083008,0.3000000119209289,-27.128278732299805,-27.871579765668372,0.4230383378690454,-29.73247528076172,-27.155576705932617,0.0351009368896484,topology,0.5,1e+20,0.0211702999999999,1e+20,17164,11,0.02753722,0.739003046,0.775924683,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,0.3000000119209289,0.02753722
11,23,10,203,153,1561,t_z_280_279_0,z,0.1656223709551734,0.1656223709551734,-27.728145599365234,1.0,-27.228145599365234,-27.947680722316495,0.4783269770726007,-30.395664215087887,-27.26484489440918,0.0162315368652343,topology,0.5,1e+20,0.0211702999999999,1e+20,17190,12,0.027494589,0.752280424,0.789088565,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,1.0,0.027494589
12,25,11,202,152,1559,t_z_279_278_3,z,0.1949483897069755,0.1949483897069755,-27.742706298828125,1.0,-27.242706298828125,-27.95210880808311,0.4741487420078183,-30.38292121887207,-27.275842666625977,0.018045425415039,topology,0.5,1e+20,0.0211702999999999,1e+20,17191,13,0.0280081169999999,0.7390955719999999,0.776465535,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,1.0,0.0280081169999999
13,27,12,201,43,163,t_z_12_11_1,z,0.4444808496308754,0.4444808496308754,-27.74661064147949,1.0,-27.24661064147949,-27.956801163023385,0.4704272851818653,-30.371055603027344,-27.288257598876957,0.0156536102294921,topology,0.5,1e+20,0.0211702999999999,1e+20,17192,14,0.0275183519999999,0.746157394,0.7830235989999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,1.0,0.0275183519999999
14,28,13,202,154,1567,t_z_280_279_3,z,0.1949483897069755,0.1949483897069755,-27.762413024902344,1.0,-27.262413024902344,-27.96989689250984,0.4696432146387452,-30.361515045166016,-27.302335739135746,0.015848159790039,topology,0.5,1e+20,0.0211702999999999,1e+20,17195,15,0.0274148859999999,0.73452737,0.771311717,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__topology-only__seed1.branches.csv,topology-only,real_05,1.0,0.0274148859999999
0,1,0,247,234,1799,t_z_312_266_3,z,0.999,0.999,-25.207719802856445,1.0,-24.707719802856445,-25.662711139632624,0.3749658529872044,-27.095027923583984,-24.95883178710937,0.0220184326171875,z,0.5,1e+20,0.0211703156718749,1e+20,13080,1,0.019721842,0.8234276419999998,0.8433447819999998,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed0.branches.csv,z-bias,real_05,1.0,0.019721842
1,3,1,247,236,1831,t_z_313_215_3,z,0.999,0.999,-25.194850921630856,1.0,-24.694850921630856,-25.6582589400442,0.3749665280347879,-27.05202293395996,-24.96745109558105,0.0135955810546875,z,0.5,1e+20,0.0211703156718749,1e+20,13082,2,0.019188948,0.785883729,0.8052728879999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed0.branches.csv,z-bias,real_05,1.0,0.019188948
2,5,2,246,129,1127,t_z_215_205_3,z,0.9985,0.9985,-25.15404891967773,1.0,-24.65404891967773,-25.667211144920287,0.367899136844084,-26.9979190826416,-24.99271011352539,0.0121536254882812,z,0.5,1e+20,0.0211703156718749,1e+20,13086,3,0.019310106,0.7061632239999999,0.725672434,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed0.branches.csv,z-bias,real_05,1.0,0.019310106
3,7,3,245,123,1015,t_z_205_203_3,z,0.997,0.997,-25.15634155273437,1.0,-24.65634155273437,-25.681231409189653,0.3614048067798645,-26.95263290405273,-25.01705551147461,0.0104732513427734,z,0.5,1e+20,0.0211703156718749,1e+20,13087,4,0.020514883,0.815443788,0.8361372,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed0.branches.csv,z-bias,real_05,1.0,0.020514883
4,9,4,244,121,1007,t_z_203_202_3,z,0.996,0.996,-25.145313262939453,1.0,-24.645313262939453,-25.698493183636277,0.3553173937802329,-26.91118049621582,-25.04065322875977,0.009164810180664,z,0.5,1e+20,0.0211703156718749,1e+20,13088,5,0.0200766609999999,0.8004215719999999,0.820678177,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed0.branches.csv,z-bias,real_05,1.0,0.0200766609999999
5,8,4,266,159,1259,t_z_249_248_1,z,0.999,0.999,-25.285472869873047,1.0,-24.785472869873047,-25.754002786220465,0.3384629447111178,-26.983423233032227,-25.052854537963867,0.0089931488037109,z,0.5,1e+20,0.0211703156718749,1e+20,13126,6,0.0199906,0.7871257689999999,0.807336381,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed0.branches.csv,z-bias,real_05,1.0,0.0199906
0,1,0,229,212,1799,t_z_312_266_3,z,0.9787860304788484,0.9787860304788484,-27.495454788208008,1.0,-26.995454788208008,-27.915404523824495,0.3911853593585336,-29.252878189086918,-27.253595352172848,0.0449428558349609,z,0.5,1e+20,0.0211702999999999,1e+20,16793,1,0.03064733,0.847899295,0.878722184,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed1.branches.csv,z-bias,real_05,1.0,0.03064733
1,3,1,228,213,1831,t_z_313_215_3,z,0.9979999999999998,0.9979999999999998,-27.434482574462887,1.0,-26.934482574462887,-27.847122426618608,0.4067027190937067,-29.258962631225582,-27.14369201660156,0.0394287109375,z,0.5,1e+20,0.0211702999999999,1e+20,16796,2,0.02946999,0.7818907139999999,0.811524122,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed1.branches.csv,z-bias,real_05,1.0,0.02946999
2,5,2,227,120,1127,t_z_215_205_3,z,0.9979999999999998,0.9979999999999998,-27.37457656860352,1.0,-26.87457656860352,-27.793191481266778,0.4051667836323558,-29.1839599609375,-27.083393096923828,0.0415096282958984,z,0.5,1e+20,0.0211702999999999,1e+20,16797,3,0.0301193899999999,0.784385435,0.8146957559999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed1.branches.csv,z-bias,real_05,1.0,0.0301193899999999
3,4,2,228,109,767,t_z_161_154_3,z,0.999,0.999,-27.36627197265625,1.0,-26.86627197265625,-27.748422681239614,0.3986193037919071,-29.19317054748535,-27.02105140686035,0.0171375274658203,z,0.5,1e+20,0.0211702999999999,1e+20,16807,4,0.030126383,0.776961177,0.8072668419999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_05/production-scip__real_05__z-bias__seed1.branches.csv,z-bias,real_05,1.0,0.030126383
0,1,0,180,40,81,t_m_20_1,m,0.1300668475532212,0.1300668475532212,-24.741943359375,0.3000000119209289,-24.591943740844727,-25.571889283921983,0.4478997762465496,-26.717779159545895,-24.733198165893555,0.0087451934814453,prim,0.5,1e+20,0.0096120999999999,1e+20,12699,1,0.0129704969999999,0.5577441619999999,0.5775904729999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.0129704969999999
1,2,1,185,38,63,t_m_15_3,m,0.1432401511583267,0.1432401511583267,-24.67365264892578,0.3000000119209289,-24.523653030395508,-25.515334000458587,0.4318518923652704,-26.684776306152344,-24.666793823242188,0.0068588256835937,prim,0.5,1e+20,0.0096120999999999,1e+20,12717,2,0.012740444,0.499539092,0.519216377,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.012740444
2,4,2,168,44,83,t_m_20_3,m,0.1527839392061823,0.1527839392061823,-24.68156242370605,0.3000000119209289,-24.53156280517578,-25.436762707574022,0.3742031096191312,-26.645174026489254,-24.667018890380856,0.0121707916259765,prim,0.5,1e+20,0.0096120999999999,1e+20,12726,3,0.0131268719999999,0.5230712969999999,0.54290059,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.0131268719999999
3,6,3,184,73,149,t_z_23_16_2,z,0.1603358859694675,0.1603358859694675,-25.10493469238281,1.0,-24.60493469238281,-25.447794914245605,0.3697816256889536,-26.416038513183597,-24.685752868652344,0.0001106262207031,prim,0.5,1e+20,0.0096120999999999,1e+20,12741,4,0.012968136,0.48424263,0.5040810119999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.012968136
4,8,4,184,67,137,t_z_20_16_0,z,0.1745363252336222,0.1745363252336222,-25.120689392089844,1.0,-24.620689392089844,-25.45323013222736,0.3636117063191595,-26.396045684814453,-24.70834350585937,0.0013294219970703,prim,0.5,1e+20,0.0096120999999999,1e+20,12744,5,0.012947679,0.346257397,0.366149292,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.012947679
5,10,5,178,42,75,t_m_18_3,m,0.170169868065769,0.170169868065769,-24.743484497070312,0.3000000119209289,-24.59348487854004,-25.48137334759316,0.3529704894593388,-26.314247131347656,-24.743484497070312,0.0338344573974609,prim,0.5,1e+20,0.0096120999999999,1e+20,12759,6,0.013353336,0.488223689,0.508478378,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.013353336
6,12,6,183,33,59,t_m_14_3,m,0.1660000000000003,0.1660000000000003,-24.772600173950195,0.0,-24.772600173950195,-25.530899881665167,0.3545323307368707,-26.375560760498047,-24.772600173950195,0.0128364562988281,prim,0.5,1e+20,0.0096120999999999,1e+20,12772,7,0.0128790599999999,0.4522833419999999,0.4720326249999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.0128790599999999
7,14,7,185,79,207,t_z_38_15_3,z,0.1075378753981661,0.1075378753981661,-25.29512405395508,1.0,-24.79512405395508,-25.56581712671228,0.3550842278872579,-26.38885307312012,-24.835174560546875,0.0092411041259765,prim,0.5,1e+20,0.0096120999999999,1e+20,12783,8,0.012987828,0.4819888379999999,0.501932926,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.012987828
8,16,8,185,82,221,t_z_41_16_2,z,0.001,0.001,-25.3158016204834,1.0,-24.8158016204834,-25.58631173211175,0.350574833277403,-26.410158157348636,-24.866941452026367,0.0078372955322265,prim,0.5,1e+20,0.0096120999999999,1e+20,12785,9,0.01298385,0.490913439,0.51083681,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.01298385
9,18,9,184,91,287,t_z_54_16_3,z,0.0005000000000001,0.0005000000000001,-25.391986846923828,1.0,-24.891986846923828,-25.60901783860248,0.3472718762569918,-26.431814193725582,-24.898622512817383,0.0065937042236328,prim,0.5,1e+20,0.0096120999999999,1e+20,12786,10,0.01882377,0.456672919,0.4824268789999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.01882377
10,19,9,182,92,287,t_z_54_16_3,z,0.001,0.001,-25.40714836120605,1.0,-24.90714836120605,-25.636101586478095,0.3442341720905248,-26.458053588867188,-24.93798446655273,0.0053977966308593,prim,0.5,1e+20,0.0096120999999999,1e+20,12791,11,0.0129479839999999,0.458680574,0.4785247409999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.0129479839999999
11,23,10,182,81,217,t_z_41_16_0,z,0.4885124999999946,0.4885124999999946,-25.441431045532227,1.0,-24.941431045532227,-25.738894986582327,0.3492709376829359,-26.646509170532227,-25.057422637939453,0.0027217864990234,prim,0.5,1e+20,0.0096120999999999,1e+20,12815,12,0.012544398,0.4438744319999999,0.4633159829999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.012544398
12,25,11,180,76,195,t_z_35_16_1,z,0.3663525641025638,0.3663525641025638,-25.56123924255371,1.0,-25.06123924255371,-25.763413016001383,0.3491499748420809,-26.65868759155273,-25.082143783569336,0.0018844604492187,prim,0.5,1e+20,0.0096120999999999,1e+20,12825,13,0.0131122489999999,0.385085985,0.405096416,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.0131122489999999
13,27,12,179,67,138,t_z_16_20_1,z,0.3663525641025638,0.3663525641025638,-25.409988403320312,1.0,-24.909988403320312,-25.777845222856744,0.3454589071950464,-26.66465759277344,-25.102884292602536,0.0010566711425781,prim,0.5,1e+20,0.0096120999999999,1e+20,12827,14,0.012811978,0.384878296,0.404553437,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.012811978
14,29,13,178,63,121,t_z_18_15_0,z,0.4610769230769231,0.4610769230769231,-25.57309341430664,1.0,-25.07309341430664,-25.791601856103103,0.3416211729108998,-26.66903686523437,-25.122783660888672,0.0003490447998046,prim,0.5,1e+20,0.0096120999999999,1e+20,12828,15,0.013015527,0.3651057509999999,0.3850131239999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.013015527
15,31,14,187,54,110,t_z_5_6_3,z,0.3038598381321869,0.3038598381321869,-25.624771118164062,1.0,-25.124771118164062,-25.88818503191127,0.3570601108666627,-26.65968513488769,-25.21013069152832,0.0521259307861328,prim,0.5,1e+20,0.0096120999999999,1e+20,12885,16,0.012881292,0.4198041029999999,0.439568302,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.012881292
16,33,15,171,3,5,t_m_1_1,m,0.2687526857249494,0.2687526857249494,-25.288543701171875,0.3000000119209289,-25.1385440826416,-25.926440155296994,0.3717500908275756,-26.763900756835938,-25.20618438720703,0.0244731903076171,prim,0.5,1e+20,0.0096120999999999,1e+20,12916,17,0.012730811,0.3827833179999999,0.4023644339999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.012730811
17,35,16,145,20,45,t_m_11_1,m,0.0936979166666666,0.0936979166666666,-25.352052688598636,0.3000000119209289,-25.20205307006836,-25.94637831326189,0.3294305475355556,-26.754758834838867,-25.286138534545895,0.0026779174804687,prim,0.5,1e+20,0.0096120999999999,1e+20,12990,18,0.012668667,0.378300097,0.3979123419999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.012668667
18,37,17,145,12,28,t_m_7_0,m,0.0624374999999999,0.0624374999999999,-25.405614852905277,0.3000000119209289,-25.255615234375,-25.994461651506096,0.3284061684925305,-26.68146705627441,-25.326141357421875,0.0066127777099609,prim,0.5,1e+20,0.0096120999999999,1e+20,13035,19,0.0128905489999999,0.440332396,0.460131361,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.0128905489999999
19,39,18,123,38,127,t_z_18_15_3,z,0.356952380952381,0.356952380952381,-25.74657440185547,1.0,-25.24657440185547,-26.028228372093135,0.3344872733820297,-26.733190536499023,-25.363914489746094,0.0018157958984375,prim,0.5,1e+20,0.0096120999999999,1e+20,13070,20,0.012623064,0.364628681,0.3841107089999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,1.0,0.012623064
20,41,19,115,2,8,t_m_2_0,m,0.2495,0.2495,-25.450098037719727,0.3000000119209289,-25.300098419189453,-26.10950174746306,0.3312274550602999,-26.74474334716797,-25.43002700805664,0.0112228393554687,prim,0.5,1e+20,0.0096120999999999,1e+20,13128,21,0.012694161,0.387071479,0.406647768,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.012694161
21,43,20,126,4,24,t_m_6_0,m,0.4995,0.4995,-25.693389892578125,0.3000000119209289,-25.543390274047848,-26.22944012899248,0.3697278001902422,-27.00711441040039,-25.42255973815918,0.1817989349365234,prim,0.5,1e+20,0.0096120999999999,1e+20,13164,22,0.0130230369999999,0.4104928099999999,0.430469775,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.0130230369999999
22,45,21,123,0,0,t_m_0_0,m,0.002,0.002,-25.62258720397949,0.0,-25.62258720397949,-26.244437334014147,0.3656751160641997,-27.007469177246094,-25.40990447998047,0.2126827239990234,prim,0.5,1e+20,0.0096120999999999,1e+20,13166,23,0.0128586729999999,0.4641048709999999,0.4838349189999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.0128586729999999
23,47,22,115,10,60,t_m_15_0,m,0.0015,0.0015,-25.635595321655277,0.3000000119209289,-25.485595703125,-26.213587885317597,0.325764482840159,-26.885772705078125,-25.466176986694336,0.1666584014892578,prim,0.5,1e+20,0.0096120999999999,1e+20,13202,24,0.0130681619999999,0.40712774,0.4270786779999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.0130681619999999
24,49,23,122,14,73,t_m_18_1,m,0.0029999999999997,0.0029999999999997,-25.663057327270508,0.0,-25.663057327270508,-26.234185781635222,0.309736813260874,-26.84625816345215,-25.52255630493164,0.1405010223388671,prim,0.5,1e+20,0.0096120999999999,1e+20,13228,25,0.012998558,0.347103577,0.3670220129999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.012998558
25,50,24,119,10,77,t_m_19_1,m,0.001,0.001,-25.695411682128903,0.0,-25.695411682128903,-26.273469267773027,0.3069971965909158,-26.839006423950195,-25.536487579345703,0.1589241027832031,prim,0.5,1e+20,0.0096120999999999,1e+20,13241,26,0.013168707,0.475406712,0.495390991,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.013168707
26,52,25,121,8,65,t_m_16_1,m,0.0010000000000001,0.0010000000000001,-25.714223861694336,0.3000000119209289,-25.564224243164062,-26.28520938778712,0.3045905163621712,-26.85616874694824,-25.547021865844727,0.1672019958496093,prim,0.5,1e+20,0.0096120999999999,1e+20,13245,27,0.01285509,0.422080114,0.441778422,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.3000000119209289,0.01285509
27,54,26,115,8,57,t_m_14_1,m,0.0010000000000001,0.0010000000000001,-25.73505973815918,0.0,-25.73505973815918,-26.282839418494184,0.3023041149522817,-26.868492126464844,-25.55846405029297,0.1765956878662109,prim,0.5,1e+20,0.0096120999999999,1e+20,13247,28,0.013017025,0.491520507,0.5113884549999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.013017025
28,57,27,106,12,85,t_m_21_1,m,0.0013333333333334,0.0013333333333334,-25.757593154907227,0.0,-25.757593154907227,-26.289739194905984,0.2986212095389378,-26.879476547241207,-25.539743423461918,0.2178497314453125,prim,0.5,1e+20,0.0096120999999999,1e+20,13256,29,0.013084718,0.4716028729999999,0.491558145,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.013084718
29,59,28,111,6,48,t_m_12_0,m,0.0033333333333336,0.0033333333333336,-25.771015167236328,0.0,-25.771015167236328,-26.29180547353384,0.2950306398745737,-26.896736145019528,-25.54669570922852,0.2243194580078125,prim,0.5,1e+20,0.0096120999999999,1e+20,13271,30,0.012981744,0.4530683039999999,0.4729018199999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.012981744
30,60,29,111,12,76,t_m_19_0,m,0.0013333333333334,0.0013333333333334,-25.784740447998047,0.0,-25.784740447998047,-26.29853951394021,0.2874159563476532,-26.887205123901367,-25.587608337402344,0.1971321105957031,prim,0.5,1e+20,0.0096120999999999,1e+20,13279,31,0.013014871,0.4682909029999999,0.4881983679999999,True,branched,,results/c0_prim_decomposition/raw/production-scip/real_08/production-scip__real_08__full-prim__seed0.branches.csv,full-prim,real_08,0.0,0.013014871
