instance_id,n_decisions,depth_mean,depth_max,frac_depth0,chosen_z_frac,prim_dominates_frac,lambda_over_qstd_p50,ml_overhead_s_sum
real_01,619,28.432956381260098,63.0,0.01615508885298869,1.0,0.0,0.0,416.19382441299996
real_05,445,45.42471910112359,109.0,0.02247191011235955,0.6247191011235955,0.47191011235955055,0.9261170710438755,365.6177215099999
real_08,199,24.175879396984925,63.0,0.02512562814070352,0.49748743718592964,0.2814070351758794,0.0,92.41372682799998
