event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,lp_value,fractionality,selected_q,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,180,34,61,t_m_15_1,0.13006684755322123,0.13006684755322123,-24.733198165893555,0.54075049600000002,0.55287575200000005,true,branched,
1,2,1,183,37,63,t_m_15_3,0.14324015115832678,0.14324015115832678,-24.671018600463867,0.48399404699999998,0.49633992300000002,true,branched,
2,4,2,169,43,81,t_m_20_1,0.15266802194702189,0.15266802194702189,-24.674945831298828,0.47898388200000003,0.49151656799999999,true,branched,
3,6,3,168,41,79,t_m_19_3,0.19999834313120146,0.19999834313120146,-24.686321258544922,0.40287875299999998,0.41544411999999997,true,branched,
4,8,4,168,44,83,t_m_20_3,0.13008521286199537,0.13008521286199537,-24.738307952880859,0.47227509899999998,0.48486359499999998,true,branched,
5,10,5,167,39,70,t_m_17_2,0.16616666666666657,0.16616666666666657,-24.776313781738281,0.43788960700000001,0.45047548100000001,true,branched,
6,12,6,190,43,71,t_m_17_3,0.13187183504419608,0.13187183504419608,-24.824235916137695,0.45482323499999999,0.46769560900000001,true,branched,
7,14,7,193,45,76,t_m_19_0,0.20029999999999995,0.20029999999999995,-24.816184997558594,0.43380103399999997,0.44619221999999997,true,branched,
8,16,8,188,35,57,t_m_14_1,0.16674999999999984,0.16674999999999984,-24.842771530151367,0.46319411900000002,0.47562406000000002,true,branched,
9,18,9,164,39,69,t_m_17_1,0.2037867868270683,0.2037867868270683,-24.911735534667969,0.35159916099999999,0.36403327200000002,true,branched,
10,21,10,175,29,43,t_m_10_3,0.17555750064394363,0.17555750064394363,-25.105075836181641,0.415572783,0.42761395699999999,true,branched,
11,23,11,166,5,9,t_m_2_1,0.15545989304812816,0.15545989304812816,-25.122312545776367,0.45274439900000002,0.46513746299999997,true,branched,
12,25,12,168,10,21,t_m_5_1,0.1853157894736841,0.1853157894736841,-25.178447723388672,0.47239869000000001,0.48498151099999998,true,branched,
13,27,13,153,11,28,t_m_7_0,0.1671851851851851,0.1671851851851851,-25.187952041625977,0.44548390399999999,0.45791490299999998,true,branched,
14,29,14,134,1,2,t_m_0_2,0.056333333333333346,0.056333333333333346,-25.376459121704102,0.462522883,0.47546153299999999,true,branched,
15,31,15,110,14,53,t_m_13_1,0.1012999999999995,0.1012999999999995,-25.327095031738281,0.48589770100000002,0.49853028900000002,true,branched,
16,33,16,113,24,84,t_m_21_0,0.23610526315789482,0.23610526315789482,-25.324089050292969,0.44301465499999998,0.45586052599999999,true,branched,
17,35,17,118,35,142,t_z_16_20_3,0.60020000000000007,0.60020000000000007,-25.469165802001953,0.46064397000000001,0.47329762600000003,true,branched,
18,37,18,117,22,80,t_m_20_0,0.39979999999999999,0.39979999999999999,-25.518337249755859,0.47753386799999997,0.49044870800000001,true,branched,
19,39,19,119,14,46,t_m_11_2,0.055555555555555636,0.055555555555555636,-25.511518478393555,0.41004848199999999,0.42256056199999997,true,branched,
20,41,20,114,16,64,t_m_16_0,0.33366666666666667,0.33366666666666667,-25.504005432128906,0.43958723999999999,0.45219515500000002,true,branched,
21,43,21,114,15,51,t_m_12_3,0.0020000000000001128,0.0020000000000001128,-25.614593505859375,0.448199495,0.46129105599999998,true,branched,
22,44,22,104,11,50,t_m_12_2,0.0010000000000000009,0.0010000000000000009,-25.636796951293945,0.41688792200000002,0.42989146299999997,true,branched,
