event,episode,gradient_step,loss,td_error,epsilon,reward,episode_nodes,episode_solving_time,validation_nodes,validation_time,replay_size,q_value_mean,q_value_std,selected_candidate_rank,cpu_memory_mb,gpu_memory_mb,status,instance
episode,9,2744,2.888214588165283,3.1781516075134277,0.34829999999999994,-35.0,36,60.191263,,,376,,,25.833333333333332,1536.046875,64.42138671875,timelimit,data/instances/train/real_06.cip
train_update,10,2750,6.287667274475098,6.685726642608643,0.34829999999999994,,,,,,376,-49.95228576660156,15.491057395935059,1.0,1536.0546875,64.42138671875,,data/instances/train/real_06.cip
train_update,10,2800,2.1681909561157227,2.4531776905059814,0.3369000000000001,,,,,,381,-54.132511138916016,15.960037231445312,1.0,1536.0546875,64.42138671875,,data/instances/train/real_06.cip
train_update,10,2850,1.0382826328277588,1.370518445968628,0.3236000000000001,,,,,,388,-52.36534881591797,14.431731224060059,1.0,1536.0546875,64.42138671875,,data/instances/train/real_06.cip
train_update,10,2900,12.122382164001465,12.447842597961426,0.31220000000000003,,,,,,394,-55.37054443359375,15.892946243286133,1.0,1536.0546875,64.42138671875,,data/instances/train/real_06.cip
train_update,10,2950,2.319082021713257,2.607296943664551,0.30080000000000007,,,,,,400,-53.86542510986328,15.228241920471191,1.0,1536.0546875,64.42138671875,,data/instances/train/real_06.cip
train_update,10,3000,2.3543803691864014,2.624582529067993,0.2894,,,,,,406,-54.851722717285156,15.707051277160645,34.0,1536.0546875,64.42138671875,,data/instances/train/real_06.cip
train_update,10,3050,0.19534067809581757,0.5107861161231995,0.2761,,,,,,415,-57.80467224121094,15.2327880859375,1.0,1536.0546875,64.42138671875,,data/instances/train/real_06.cip
episode,10,3056,5.714171886444092,6.020933151245117,0.2742,-39.0,40,60.111159,,,415,,,12.538461538461538,1536.0546875,64.42138671875,timelimit,data/instances/train/real_06.cip
validation,11,3056,,,,,,,68.0,29.516299,415,,,,,,optimal,data/instances/validation/real_08.cip
train_update,11,3100,2.4367611408233643,2.8285861015319824,0.26470000000000005,,,,,,419,-56.47634506225586,15.215178489685059,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,11,3150,4.758914470672607,5.11710786819458,0.25329999999999997,,,,,,425,-58.37178421020508,14.65635871887207,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,11,3200,8.335735321044922,8.681269645690918,0.2419,,,,,,431,-56.91182327270508,14.161112785339355,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,11,3250,3.874152421951294,4.1557230949401855,0.22860000000000003,,,,,,438,-61.857940673828125,14.39138412475586,14.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,11,3300,6.10407018661499,6.454305171966553,0.21720000000000006,,,,,,444,-57.22799301147461,14.058063507080078,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
episode,11,3344,0.14758414030075073,0.4494398832321167,0.2058000000000001,-38.0,39,60.132816,,,451,,,13.11111111111111,1538.34765625,64.42138671875,timelimit,data/instances/train/real_06.cip
train_update,12,3350,7.913144588470459,8.280781745910645,0.2058000000000001,,,,,,451,-57.76398468017578,14.21981143951416,18.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,12,3400,5.973209381103516,6.249885559082031,0.19440000000000002,,,,,,456,-63.166954040527344,14.099651336669922,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,12,3450,2.4987032413482666,2.815751552581787,0.18110000000000004,,,,,,463,-66.01243591308594,15.50594711303711,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,12,3500,3.5518834590911865,3.827049732208252,0.16970000000000007,,,,,,469,-59.08553695678711,19.95425033569336,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,12,3550,3.0907552242279053,3.4459805488586426,0.1583,,,,,,475,-58.869529724121094,17.534839630126953,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,12,3600,9.091200828552246,9.475738525390625,0.14690000000000003,,,,,,481,-64.85166931152344,19.758607864379883,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,12,3650,8.795907974243164,9.15073013305664,0.13360000000000005,,,,,,488,-64.80236053466797,16.59617805480957,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
episode,12,3664,4.38166618347168,4.7311577796936035,0.12980000000000003,-40.0,41,60.03222,,,491,,,9.725,1538.34765625,64.42138671875,timelimit,data/instances/train/real_06.cip
train_update,13,3700,4.011151313781738,4.384267807006836,0.12219999999999998,,,,,,494,-64.08438110351562,19.32210922241211,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,13,3750,3.9180593490600586,4.2398681640625,0.11080000000000001,,,,,,500,-65.09349060058594,19.750625610351562,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,13,3800,4.532799243927002,4.875181198120117,0.09940000000000004,,,,,,506,-73.14378356933594,21.451446533203125,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,13,3850,2.2014057636260986,2.520048141479492,0.08610000000000007,,,,,,513,-62.38218307495117,13.968894004821777,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,13,3900,2.442054271697998,2.787677526473999,0.0747000000000001,,,,,,519,-71.4630126953125,13.47693920135498,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
episode,13,3912,0.3198079764842987,0.6656655073165894,0.07090000000000007,-30.0,31,60.883547,,,522,,,5.806451612903226,1538.34765625,64.42138671875,timelimit,data/instances/train/real_06.cip
train_update,14,3950,5.924959659576416,6.215110778808594,0.06330000000000002,,,,,,525,-63.577171325683594,16.037921905517578,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,14,4000,4.463820457458496,4.810027122497559,0.05190000000000006,,,,,,531,-67.11478424072266,19.809417724609375,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,14,4050,12.021611213684082,12.414993286132812,0.050000000000000044,,,,,,538,-70.68246459960938,18.82259750366211,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
train_update,14,4100,7.000934600830078,7.31747579574585,0.050000000000000044,,,,,,544,-70.01420593261719,19.355844497680664,1.0,1538.34765625,64.42138671875,,data/instances/train/real_06.cip
episode,14,4128,10.224332809448242,10.576484680175781,0.050000000000000044,-26.0,27,61.066737,,,549,,,5.518518518518518,1538.34765625,64.42138671875,timelimit,data/instances/train/real_06.cip
validation,15,4128,,,,,,,63.0,28.671245,549,,,,,,optimal,data/instances/validation/real_08.cip
train_update,15,4150,1.4520597457885742,1.74549400806427,0.050000000000000044,,,,,,550,-68.00656127929688,23.009302139282227,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,15,4200,0.6097204089164734,1.007402777671814,0.050000000000000044,,,,,,556,-72.16215515136719,22.546939849853516,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,15,4250,5.031243324279785,5.402284622192383,0.050000000000000044,,,,,,563,-73.19664764404297,23.23304557800293,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,15,4300,5.3300604820251465,5.687368869781494,0.050000000000000044,,,,,,569,-71.09281158447266,22.94141960144043,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,15,4350,7.3350324630737305,7.732867240905762,0.050000000000000044,,,,,,575,-74.07463836669922,20.146148681640625,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
episode,15,4368,9.844999313354492,10.140588760375977,0.050000000000000044,-29.0,30,60.854374,,,579,,,1.3,1543.63671875,64.42138671875,timelimit,data/instances/train/real_06.cip
train_update,16,4400,2.739805221557617,3.1335606575012207,0.050000000000000044,,,,,,581,-80.75506591796875,26.280715942382812,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,16,4450,6.558563709259033,6.942549705505371,0.050000000000000044,,,,,,588,-76.64265441894531,21.04049301147461,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,16,4500,5.557354927062988,5.943375587463379,0.050000000000000044,,,,,,594,-81.47067260742188,25.32525062561035,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,16,4550,2.032750368118286,2.4068641662597656,0.050000000000000044,,,,,,600,-72.13883972167969,15.108427047729492,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,16,4600,3.19852614402771,3.523441791534424,0.050000000000000044,,,,,,606,-74.30227661132812,17.047470092773438,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
episode,16,4616,3.566655397415161,3.886559009552002,0.050000000000000044,-31.0,32,60.320412,,,610,,,3.7096774193548385,1543.63671875,64.42138671875,timelimit,data/instances/train/real_06.cip
episode,17,4616,3.566655397415161,3.886559009552002,0.050000000000000044,0.0,1,18.778081,,,610,,,0.0,1543.63671875,64.42138671875,optimal,data/instances/train/real_06.cip
train_update,18,4650,7.863783836364746,8.256503105163574,0.050000000000000044,,,,,,613,-72.8598861694336,17.46613311767578,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,18,4700,5.165632724761963,5.557352066040039,0.050000000000000044,,,,,,619,-75.9154052734375,22.907506942749023,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,18,4750,3.891500234603882,4.236771583557129,0.050000000000000044,,,,,,625,-77.54102325439453,21.719175338745117,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,18,4800,3.531484365463257,3.9187300205230713,0.050000000000000044,,,,,,631,-74.95396423339844,20.60495376586914,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,18,4850,6.035430431365967,6.393581390380859,0.050000000000000044,,,,,,638,-74.49664306640625,21.719623565673828,1.0,1543.63671875,64.42138671875,,data/instances/train/real_06.cip
train_update,18,4900,4.317739009857178,4.689061164855957,0.050000000000000044,,,,,,644,-76.85975646972656,26.074344635009766,1.0,1543.69921875,64.42138671875,,data/instances/train/real_06.cip
episode,18,4920,3.0728604793548584,3.4911270141601562,0.050000000000000044,-41.0,42,61.084967,,,648,,,1.5,1543.69921875,64.42138671875,timelimit,data/instances/train/real_06.cip
train_update,19,4950,0.4682525396347046,0.7969177961349487,0.050000000000000044,,,,,,650,-69.01129913330078,16.591297149658203,1.0,1543.69921875,64.42138671875,,data/instances/train/real_06.cip
train_update,19,5000,10.178213119506836,10.526819229125977,0.050000000000000044,,,,,,656,-80.23785400390625,22.911575317382812,1.0,1543.69921875,64.42138671875,,data/instances/train/real_06.cip
episode,19,5000,10.178213119506836,10.526819229125977,0.050000000000000044,-91.0,92,32.439379,,,735,,,1.5517241379310345,1543.69921875,64.42138671875,optimal,data/instances/train/real_06.cip
validation,20,5000,,,,,,,66.0,29.561296,735,,,,,,optimal,data/instances/validation/real_08.cip
