protocol,split,size,method,runs,solved,solved_rate,shifted_gmean_wall_time,shifted_gmean_nodes,median_wall_time,median_nodes,mean_final_gap,finite_gap_runs,par2,average_rank,rl_inference_total,rl_inference_fraction,fallback_count,paired_speedup,paired_speedup_ci_low,paired_speedup_ci_high,wins,ties,losses
production-scip,validation,medium,rl-gcnn,1,1,1.0,28.539801009999994,68.99999999999997,28.53980101,69.0,0.0,1,28.53980101,3.0,3.331361472,0.12723191092975775,0,0.7744795915851848,0.5954891608634285,1.0072704546162496,1,0,1
production-scip,validation,medium,rl-mlp,1,1,1.0,18.548549840000003,15.0,18.54854984,15.0,0.0,1,18.54854984,1.0,0.008014098,0.000449756716804892,0,1.4673885177736148,1.389322784548066,1.5498407469033706,2,0,0
controlled-bbmdp,all,all,default,2,1,0.5,11.600043889977234,9.95445115010332,17.2381104275,10.5,0.0,1,32.0261126625,5.0,0.0,0.0,0,1.0,1.0,1.0,0,2,0
controlled-bbmdp,all,all,mostinf,2,2,1.0,7.3491694313385345,43.15880433163922,11.0422677465,49.5,0.0,2,11.0422677465,1.5,0.0,0.0,0,2.2835851612500564,1.7139409385624464,3.042555943062591,2,0,0
controlled-bbmdp,all,all,random,2,2,1.0,7.5254318909208155,42.749285708454714,11.4989847245,53.5,0.0,2,11.4989847245,1.5,0.0,0.0,0,2.2347283799320308,1.717864499723316,2.907104100980018,2,0,0
controlled-bbmdp,all,all,relpscost,2,1,0.5,11.420544054995759,9.95445115010332,17.215244199,10.5,0.0,1,31.9456928255,4.5,0.0,0.0,0,1.0204568766017104,1.0,1.0413322370037184,1,1,0
controlled-bbmdp,all,all,rl-gcnn,2,2,1.0,15.101271333267817,35.769552621700456,18.4318253795,38.0,0.0,2,18.4318253795,5.0,6.076080406,0.20050663905457947,0,1.0479633114073845,0.5364925339331926,2.0470501127098424,1,0,1
controlled-bbmdp,all,all,rl-mlp,2,1,0.5,10.008631164924749,39.595566260368884,17.08985947,58.5,0.0,1,31.367655609,4.0,0.047321797,0.0014641861205686728,0,1.217148084387447,1.0,1.4814494593280318,1,1,0
controlled-bbmdp,all,all,strong,1,1,1.0,6.800456485999999,11.000000000000002,6.800456486,11.0,0.0,1,6.800456486,6.0,0.0,0.0,0,0.5958754876738432,0.5958754876738432,0.5958754876738432,0,0,1
production-scip,all,all,default,2,2,1.0,11.36188240323689,10.40175425099138,16.442220856,10.5,0.0,2,16.442220856,4.5,0.0,0.0,0,1.0,1.0,1.0,0,2,0
production-scip,all,all,mostinf,2,2,1.0,7.257588938585769,31.649655434629025,11.188242621,46.5,0.0,2,11.188242621,1.5,0.0,0.0,0,1.6291275256962618,1.426458049192657,1.8605920422849875,2,0,0
production-scip,all,all,random,2,1,0.5,9.12729352517248,9.95445115010332,16.481909866000002,13.5,0.063278695602418,2,31.1160847865,4.0,0.0,0.0,0,0.9423442540318693,0.4791216389666667,1.8534180485399885,1,0,1
production-scip,all,all,relpscost,2,2,1.0,11.373792599934532,10.40175425099138,16.442583984,10.5,0.0,2,16.442583984,4.5,0.0,0.0,0,0.9987667838095936,0.997149971786358,1.0003862173854465,1,0,1
production-scip,all,all,rl-gcnn,2,2,1.0,14.322098318966187,24.099800796022254,17.7436357515,38.5,0.0,2,17.7436357515,4.5,6.057843957,0.19427974004585735,0,0.7744795915851848,0.5954891608634285,1.0072704546162496,1,0,1
production-scip,all,all,rl-mlp,2,2,1.0,7.818189985993625,13.966629547095764,10.763181393,14.0,0.0,2,10.763181393,2.0,0.010982533000000001,0.0005507591552119639,0,1.4673885177736148,1.389322784548066,1.5498407469033706,2,0,0
production-scip,all,all,strong,1,1,1.0,10.751487437,17.999999999999996,10.751487437,18.0,0.0,1,10.751487437,7.0,0.0,0.0,0,0.3847973034654256,0.3847973034654256,0.3847973034654256,0,0,1
