event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,180,135,739,t_z_59_2_1,z,0.999,0.999,-25.000328063964844,1,-24.500328063964844,-25.571889283921983,0.44789977624654964,-26.717779159545898,-24.733198165893555,0.0087451934814453125,z,0.5,1e+20,0.0096120999999999984,1e+20,12699,1,0.013588414,0.57542654299999996,0.589166678,true,branched,
1,3,1,179,44,91,t_z_2_1_1,z,0.998,0.998,-24.989841461181641,1,-24.489841461181641,-25.49790085094601,0.42715566808774597,-26.678197860717773,-24.669427871704102,0.0072574615478515625,z,0.5,1e+20,0.0096120999999999984,1e+20,12702,2,0.013148185,0.52935811499999996,0.54266475800000002,true,branched,
2,5,2,178,133,737,t_z_59_2_0,z,0.999,0.999,-25.041141510009766,1,-24.541141510009766,-25.48493772142389,0.42008814534812339,-26.642293930053711,-24.675701141357422,0.00731658935546875,z,0.5,1e+20,0.0096120999999999984,1e+20,12704,3,0.018968042000000001,0.52955754700000002,0.54867889800000003,true,branched,
3,7,3,177,57,137,t_z_20_16_0,z,0.12499999999999989,0.12499999999999989,-25.094736099243164,1,-24.594736099243164,-25.48173053116448,0.41414575623257438,-26.612018585205078,-24.688127517700195,0.0073795318603515625,z,0.5,1e+20,0.0096120999999999984,1e+20,12706,4,0.012676957000000001,0.44468496800000001,0.45751446299999998,true,branched,
4,9,4,188,94,301,t_z_56_44_2,z,0.16706643665209309,0.16706643665209309,-25.123321533203125,1,-24.623321533203125,-25.474509492833565,0.43446288941536892,-26.594991683959961,-24.734504699707031,0.001415252685546875,z,0.5,1e+20,0.0096120999999999984,1e+20,12728,5,0.013723981,0.48038773000000001,0.49427965800000001,true,branched,
5,11,5,187,50,89,t_z_2_1_0,z,0.998,0.998,-25.134353637695312,1,-24.634353637695312,-25.488337093496067,0.42790723798055919,-26.577959060668945,-24.761772155761719,0.0027370452880859375,z,0.5,1e+20,0.0096120999999999984,1e+20,12734,6,0.013453424,0.30542388100000001,0.31903474900000001,true,branched,
6,13,6,186,69,147,t_z_23_16_1,z,0.18470963954202657,0.18470963954202657,-25.137744903564453,1,-24.637744903564453,-25.510365506654146,0.42247172864606558,-26.57081413269043,-24.793737411499023,0.0034351348876953125,z,0.5,1e+20,0.0096120999999999984,1e+20,12735,7,0.012985579000000001,0.480343874,0.49348736599999998,true,branched,
7,15,7,184,68,149,t_z_23_16_2,z,0.16689840368801634,0.16689840368801634,-25.144817352294922,1,-24.644817352294922,-25.539072969685432,0.41479842673789424,-26.569799423217773,-24.826322555541992,0.004459381103515625,z,0.5,1e+20,0.0096120999999999984,1e+20,12747,8,0.013475264000000001,0.34997687100000002,0.36360853100000001,true,branched,
8,17,8,186,54,95,t_z_2_1_3,z,0.84223480013066576,0.84223480013066576,-25.198928833007812,1,-24.698928833007812,-25.584286997395179,0.41670426146078043,-26.591825485229492,-24.866708755493164,0.0058155059814453125,z,0.5,1e+20,0.0096120999999999984,1e+20,12768,9,0.013291531000000001,0.431973467,0.44542494799999999,true,branched,
9,19,9,162,66,177,t_z_32_11_0,z,0.15707242789629361,0.15707242789629361,-25.261787414550781,1,-24.761787414550781,-25.55559851799482,0.36217364235392929,-26.593334197998047,-24.900346755981445,0.0046977996826171875,z,0.5,1e+20,0.0096120999999999984,1e+20,12771,10,0.012707535000000001,0.46693337099999999,0.47978193200000002,true,branched,
