event,episode,gradient_step,optimizer_steps,stage,stage_boundary_step,instance_time_limit,instance_node_limit,loss,td_error,gradient_norm,epsilon,reward,node_reward,lp_reward,total_reward,reward_identity_ok,episode_nodes,episode_solving_time,validation_nodes,validation_time,mean_pdi,mean_final_gap,mean_par2,mean_solved,mean_lp,pdi,final_gap,par2,first_solution_time,solved,lp_iterations,bootstrap_target_used,trainer_truncated,replay_size,replay_medium_count,replay_large_count,replay_medium_bytes,replay_large_bytes,replay_evictions_by_count,replay_evictions_by_bytes,medium_samples,large_samples,per_weight_min,per_weight_max,q_value_mean,q_value_std,selected_candidate_rank,forward_time,cpu_memory_mb,gpu_memory_mb,status,instance
normalization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62d8ce546167a50d23c79389609a91d88eae351a7f83d76f8f11284eaa31cc24,/data/hanchengcheng/hcc_1/du/cable_harness_prim_gcnn/results/probes/shared_normalization.json
mix_16_0,0,1,1,A,,60.0,100,2.3649086952209473,2.8649086952209473,6.219567775726318,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,152161620,0,0,0,16,0,1.0,1.0,0.2956622242927551,0.2559030055999756,600.0,0.6130155753344297,1870.921875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,2,2,A,,60.0,100,1.9212371110916138,2.771493434906006,5.588094234466553,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,152161620,0,0,0,16,0,0.7751977443695068,1.0,0.24835699796676636,0.16042770445346832,600.0,0.5794431436806917,1870.94140625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,3,3,A,,60.0,100,1.7790786027908325,2.699136257171631,4.746157169342041,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,152161620,0,0,0,16,0,0.7771836519241333,1.0,0.1512502282857895,0.11275183409452438,600.0,0.5973898451775312,1870.94140625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,4,4,A,,60.0,100,1.8693225383758545,2.69728422164917,3.5739784240722656,1.0,,,,,,,,,,,,,,,,,,,,,16,,16,16,0,152161620,0,0,0,16,0,0.7758535146713257,1.0,0.02951032482087612,0.09569180011749268,600.0,0.6112153753638268,1870.97265625,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,5,5,A,,60.0,100,1.9852043390274048,2.5153939723968506,6.62612771987915,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,161546184,0,0,0,16,0,0.9740538001060486,1.0,0.022813646122813225,0.060328759253025055,44.0,0.5736669600009918,1896.11328125,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,6,6,A,,60.0,100,1.8325179815292358,2.375002145767212,7.612316608428955,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,161546184,0,0,0,16,0,0.9464516639709473,1.0,-0.05265192687511444,0.02127363160252571,44.0,0.5942778326570988,1896.11328125,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,7,7,A,,60.0,100,1.8405747413635254,2.4110851287841797,5.792059421539307,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,161546184,0,0,0,16,0,0.9345206022262573,1.0,-0.13368883728981018,0.022147582843899727,44.0,0.6111061759293079,1896.1171875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,8,8,A,,60.0,100,1.8175137042999268,2.4156620502471924,4.958145618438721,0.9984166666666666,,,,,,,,,,,,,,,,,,,,,16,,17,17,0,161546184,0,0,0,16,0,0.9219174385070801,1.0,-0.18835604190826416,0.06392962485551834,44.0,0.6122816205024719,1896.1171875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,9,9,A,,60.0,100,1.7022149562835693,2.2906556129455566,5.621004581451416,0.9968333333333333,,,,,,,,,,,,,,,,,,,,,16,,18,18,0,170892476,0,0,0,16,0,0.9162413477897644,1.0,-0.2700152099132538,0.08769303560256958,140.0,0.43516639061272144,1902.4921875,67.03369140625,,data/instances/transfer/real_01.cip
mix_16_0,0,10,10,A,,60.0,100,1.6868104934692383,2.296452045440674,5.066823482513428,0.9968333333333333,,,,,,,,,,,,,,,,,,,,,16,,18,18,0,170892476,0,0,0,16,0,0.9042930006980896,1.0,-0.31640180945396423,0.15966971218585968,140.0,0.4317022245377302,1902.4921875,67.03369140625,,data/instances/transfer/real_01.cip
