event,episode,gradient_step,loss,td_error,epsilon,reward,episode_nodes,episode_solving_time,validation_nodes,validation_time,replay_size,q_value_mean,q_value_std,selected_candidate_rank,forward_time,cpu_memory_mb,gpu_memory_mb,status,instance
train_update,0,5,2.5613465309143066,3.0648555755615234,0.955,,,,,,5,-0.11059313267469406,0.08809242397546768,21.0,0.06607414899917785,1483.796875,64.83642578125,,data/instances/train/real_06.cip
train_update,0,10,2.5133156776428223,3.0216803550720215,0.91,,,,,,6,-0.1671827882528305,0.1183231920003891,115.0,0.08049744299933081,1488.8828125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,15,2.4876089096069336,2.992932081222534,0.865,,,,,,7,-0.23213931918144226,0.050991274416446686,117.0,0.08086752700182842,1493.3125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,20,2.3004205226898193,2.8238377571105957,0.82,,,,,,8,-0.5528102517127991,0.20399580895900726,83.0,0.07951835299900267,1497.8125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,25,2.4674432277679443,2.9882092475891113,0.73,,,,,,10,-0.2802530825138092,0.14089223742485046,82.0,0.0680866840048111,1506.94140625,64.83642578125,,data/instances/train/real_06.cip
train_update,0,30,2.1635401248931885,2.6987757682800293,0.685,,,,,,11,-0.7951956987380981,0.29509237408638,148.0,0.07835675700334832,1511.26171875,64.83642578125,,data/instances/train/real_06.cip
train_update,0,35,2.1540639400482178,2.676978826522827,0.6399999999999999,,,,,,12,-0.8577585220336914,0.07406207919120789,68.0,0.08104837700375356,1515.6328125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,40,1.7479221820831299,2.348907232284546,0.595,,,,,,13,-1.4244029521942139,0.49123379588127136,55.0,0.08131071299430914,1520.5078125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,45,1.603371262550354,2.1033711433410645,0.5049999999999999,,,,,,15,-1.894452691078186,1.5596939325332642,1.0,0.0890934950002702,1529.80859375,64.83642578125,,data/instances/train/real_06.cip
train_update,0,50,1.512707233428955,2.034456729888916,0.45999999999999996,,,,,,16,-1.9794986248016357,0.14585894346237183,78.0,0.08517821900022682,1534.1015625,64.83642578125,,data/instances/train/real_06.cip
train_update,0,55,0.6096572875976562,0.860305905342102,0.4149999999999999,,,,,,17,-3.930011749267578,1.428475022315979,1.0,0.09364469000138342,1538.71875,64.83642578125,,data/instances/train/real_06.cip
train_update,0,60,0.8282313942909241,1.488459825515747,0.37,,,,,,18,-2.9900166988372803,2.0468480587005615,1.0,0.06264702399494126,1543.3125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,65,0.7301015853881836,1.5054837465286255,0.2799999999999999,,,,,,20,-4.946254253387451,2.473184585571289,1.0,0.0769759780014283,1552.9375,64.83642578125,,data/instances/train/real_06.cip
train_update,0,70,1.332876443862915,2.1297717094421387,0.235,,,,,,21,-4.76137113571167,3.873178005218506,1.0,0.08371762000024319,1557.4375,64.83642578125,,data/instances/train/real_06.cip
train_update,0,75,0.29617229104042053,1.0449984073638916,0.18999999999999995,,,,,,22,-8.314658164978027,1.3932502269744873,1.0,0.09465494300093269,1562.3125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,80,1.1776448488235474,1.7892229557037354,0.14500000000000002,,,,,,23,-2.6655666828155518,0.3176448345184326,149.0,0.08140240699867718,1567.1875,64.83642578125,,data/instances/train/real_06.cip
train_update,0,85,0.24610918760299683,0.7022604942321777,0.09999999999999998,,,,,,25,-8.97651481628418,0.6671481132507324,1.0,0.06787317699490814,1576.828125,64.83642578125,,data/instances/train/real_06.cip
train_update,0,90,1.0953435897827148,1.826526165008545,0.09999999999999998,,,,,,26,-2.992436408996582,1.0245566368103027,1.0,0.07793391800078098,1581.16015625,64.83642578125,,data/instances/train/real_06.cip
train_update,0,95,0.2867232859134674,0.8673651218414307,0.09999999999999998,,,,,,27,-6.102738380432129,3.770358085632324,1.0,0.09131949899892788,1585.90625,64.83642578125,,data/instances/train/real_06.cip
train_update,0,100,0.20505599677562714,0.7968122959136963,0.09999999999999998,,,,,,30,-5.976635932922363,2.9555823802948,1.0,0.08594712700141827,1586.09765625,64.83642578125,,data/instances/train/real_06.cip
episode,0,100,0.20505599677562714,0.7968122959136963,0.09999999999999998,-29.0,30,30.100018,,,30,,,49.53333333333333,,1494.27734375,64.83642578125,nodelimit,data/instances/train/real_06.cip
validation,1,100,,,,,,,30.0,26.601336,30,,,,,,,nodelimit,data/instances/validation/real_08.cip
