event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,lp_value,fractionality,selected_q,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,51,12,22,t_m_5_2,0.0019999999999996505,0.0019999999999996505,-39.735080718994141,0.096868348000000007,0.115154851,true,branched,
1,3,1,49,5,9,t_m_2_1,0.333666666666667,0.333666666666667,-39.714809417724609,1.150971706,1.1717076200000001,true,branched,
2,5,2,55,7,13,t_m_3_1,0.25024999999999997,0.25024999999999997,-39.706607818603516,1.4282354880000001,1.4479372150000001,true,branched,
3,7,3,48,1,2,t_m_0_2,0.00066666666666681529,0.00066666666666681529,-39.910392761230469,0.0047284969999999999,0.024508648000000001,true,branched,
4,8,4,57,1,3,t_m_0_3,0.0016666666666665941,0.0016666666666665941,-39.996994018554688,0.0045130999999999999,0.022341808000000001,true,branched,
5,11,5,46,5,26,t_m_6_2,0.0010000000000000009,0.0010000000000000009,-40.101821899414062,0.0045159379999999997,0.022294596999999999,true,branched,
6,13,6,27,6,1021,t_z_199_198_0,0.999,0.999,-40.419734954833984,0.0045617130000000002,0.022406493,true,branched,
7,15,7,26,6,1029,t_z_200_199_0,0.999,0.999,-40.569782257080078,0.0049246660000000003,0.023311136,true,branched,
8,17,8,25,5,1015,t_z_198_192_1,0.999,0.999,-40.647514343261719,0.0045704049999999996,0.022613940999999999,true,branched,
9,19,9,24,7,1041,t_z_200_3_2,0.999,0.999,-40.756973266601562,0.0045254370000000002,0.02243173,true,branched,
10,21,10,22,17,1113,t_z_18_15_2,0.999,0.999,-40.836696624755859,0.0044707169999999999,0.022292855,true,branched,
11,23,11,20,4,69,t_z_32_3_0,0.0010000000000000009,0.0010000000000000009,-41.053840637207031,0.0044748059999999996,0.022212058,true,branched,
12,25,12,17,5,1043,t_z_200_3_3,0.999,0.999,-41.148830413818359,0.0044637749999999997,0.022154532000000001,true,branched,
13,27,13,14,12,1852,t_z_18_29_0,0.999,0.999,-41.262111663818359,0.0044702789999999997,0.022228174999999999,true,branched,
14,29,14,11,8,1108,t_z_15_18_0,0.999,0.999,-41.399394989013672,0.0044762550000000002,0.022167691,true,branched,
15,31,15,9,8,1109,t_z_18_15_0,0.0010000000000000009,0.0010000000000000009,-41.652744293212891,0.0044980439999999997,0.022260103999999999,true,branched,
16,32,16,8,6,1054,t_z_33_201_1,0.99899999999999989,0.99899999999999989,-41.687473297119141,0.004762474,0.022527097999999999,true,branched,
17,35,17,7,2,41,t_z_3_1_2,0.998,0.998,-41.795894622802734,0.004658662,0.022873483,true,branched,
18,37,18,6,3,1046,t_z_3_33_1,0.999,0.999,-41.918491363525391,0.0045091510000000003,0.022374991,true,branched,
19,39,19,4,3,1047,t_z_33_3_1,0.0010000000000000009,0.0010000000000000009,-42.018062591552734,0.0045079450000000002,0.022250546,true,branched,
20,40,20,3,2,45,t_z_17_15_0,0.999,0.999,-42.127758026123047,0.0045946839999999999,0.022477897,true,branched,
21,43,21,2,0,38,t_z_1_3_1,0.999,0.999,-42.180431365966797,0.0045801779999999999,0.022573213000000002,true,branched,
