event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,229,2,5,t_m_1_1,m,0.14392768887882731,0.14392768887882731,-27.253595352172852,0,-27.253595352172852,-27.915404523824499,0.3911853593585336,-29.252878189086914,-27.253595352172852,0.044942855834960938,none,0,1e+20,0.021170299999999996,1e+20,16793,1,0.029553388999999999,0.82274501799999999,0.85230079000000003,true,branched,
1,2,1,249,31,69,t_m_17_1,m,0.15228269313745479,0.15228269313745479,-27.174142837524414,0,-27.174142837524414,-27.867059332299903,0.39895003713481542,-29.28223991394043,-27.174142837524414,0.0053119659423828125,none,0,1e+20,0.021170299999999996,1e+20,16828,2,0.028729284000000001,0.80746486900000003,0.83619699599999997,true,branched,
2,4,2,242,2,6,t_m_1_2,m,0.15920642836522181,0.15920642836522181,-27.138708114624023,0,-27.138708114624023,-27.835246109765425,0.39994448301402596,-29.222692489624023,-27.138708114624023,0.028903961181640625,none,0,1e+20,0.021170299999999996,1e+20,16860,3,0.028219190000000002,0.78850482300000002,0.81672646199999999,true,branched,
3,5,2,214,34,80,t_m_20_0,m,0.16027129302736098,0.16027129302736098,-27.149473190307617,0,-27.149473190307617,-27.875144833716277,0.38808642701735424,-29.254842758178711,-27.149473190307617,0.013628005981445312,none,0,1e+20,0.021170299999999996,1e+20,16981,4,0.02922137,0.81049161999999997,0.83971562,true,branched,
4,9,3,183,39,112,t_m_28_0,m,0.18156107954545408,0.18156107954545408,-27.070825576782227,0,-27.070825576782227,-27.863987344210265,0.38194462711437976,-29.202047348022461,-27.070825576782227,0.023729324340820312,none,0,1e+20,0.021170299999999996,1e+20,17001,5,0.027926617000000001,0.80208385999999998,0.83001310800000005,true,branched,
5,11,4,217,43,109,t_m_27_1,m,0.15877258292166552,0.15877258292166552,-27.090141296386719,0,-27.090141296386719,-27.828900324034802,0.3609850731530066,-29.1627197265625,-27.090141296386719,0.038644790649414062,none,0,1e+20,0.021170299999999996,1e+20,17031,6,0.028406470999999999,0.79512135799999994,0.82353032299999995,true,branched,
6,13,5,201,39,96,t_m_24_0,m,0.20655796370967783,0.20655796370967783,-27.068639755249023,0,-27.068639755249023,-27.802539322506728,0.36205687830906014,-29.197471618652344,-27.068639755249023,0.013214111328125,none,0,1e+20,0.021170299999999996,1e+20,17041,7,0.027856507999999999,0.789709259,0.81756811699999998,true,branched,
7,15,6,182,31,94,t_m_23_2,m,0.22026442307692273,0.22026442307692273,-27.099834442138672,0,-27.099834442138672,-27.796984735426012,0.36224952825043938,-29.12858772277832,-27.099834442138672,0.024950027465820312,none,0,1e+20,0.021170299999999996,1e+20,17074,8,0.027856777999999999,0.77770027200000003,0.80555927400000005,true,branched,
8,17,7,219,18,43,t_m_10_3,m,0.22422727272727272,0.22422727272727272,-27.115413665771484,0,-27.115413665771484,-27.830275696706554,0.35778420860479559,-29.25071907043457,-27.115413665771484,0.034061431884765625,none,0,1e+20,0.021170299999999996,1e+20,17143,9,0.027765835999999999,0.78389070999999999,0.81165912200000001,true,branched,
9,19,8,232,2,4,t_m_1_0,m,0.12118181818181817,0.12118181818181817,-27.163019180297852,0,-27.163019180297852,-27.827246583741285,0.34728568842192403,-29.22137451171875,-27.163019180297852,0.018938064575195312,none,0,1e+20,0.021170299999999996,1e+20,17159,10,0.028392528,0.78322575999999999,0.81162083299999999,true,branched,
