event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,247,15,24,t_m_6_0,m,0.20298057383203363,0.20298057383203363,-25.002481460571289,0.30000001192092896,-24.852481842041016,-25.662711139632624,0.37496585298720442,-27.095027923583984,-24.958831787109375,0.0220184326171875,prim,0.5,1e+20,0.021170315671874995,1e+20,13080,1,0.020640265000000001,0.85512893800000001,0.88519173699999998,true,branched,
1,2,1,250,33,50,t_m_12_2,m,0.12491662495829159,0.12491662495829159,-25.035083770751953,0.30000001192092896,-24.88508415222168,-25.666734870910645,0.3813056225613195,-27.132427215576172,-24.976253509521484,0.00507354736328125,prim,0.5,1e+20,0.021170315671874995,1e+20,13091,2,0.020186636000000001,0.77895557000000004,0.80845823699999997,true,branched,
2,5,2,221,5,11,t_m_2_3,m,0.39016683350016546,0.39016683350016546,-25.165029525756836,0.30000001192092896,-25.015029907226562,-25.762923305390647,0.38986436379243355,-27.06721305847168,-25.048252105712891,0.0089397430419921875,prim,0.5,1e+20,0.021170315671874995,1e+20,13169,3,0.020091517999999999,0.80941438600000004,0.838908294,true,branched,
3,7,3,223,23,54,t_m_13_2,m,0.16905549994438851,0.16905549994438851,-25.107297897338867,0,-25.107297897338867,-25.798740592238079,0.37365776835453912,-27.444698333740234,-25.107297897338867,0.029699325561523438,prim,0.5,1e+20,0.021170315671874995,1e+20,13238,4,0.020249489999999998,0.80251758399999995,0.83217445999999995,true,branched,
4,9,4,227,2,4,t_m_1_0,m,0.12445845845845827,0.12445845845845827,-25.182712554931641,0.30000001192092896,-25.032712936401367,-25.82190316154043,0.36516583406419606,-27.403364181518555,-25.108285903930664,0.044801712036132812,prim,0.5,1e+20,0.021170315671874995,1e+20,13266,5,0.019925057999999999,0.80607200400000001,0.83538237500000001,true,branched,
5,11,5,210,36,101,t_m_25_1,m,0.0010000000000000009,0.0010000000000000009,-25.356973648071289,0.30000001192092896,-25.206974029541016,-25.882866414388022,0.36271477140412017,-27.381732940673828,-25.291849136352539,0.043149948120117188,prim,0.5,1e+20,0.021170315671874995,1e+20,13328,6,0.020443452000000001,0.79307296400000005,0.82757828700000002,true,branched,
6,12,6,207,27,73,t_m_18_1,m,0.0019439995551109313,0.0019439995551109313,-25.400848388671875,0.30000001192092896,-25.250848770141602,-25.905978050784789,0.35610425946316393,-27.349468231201172,-25.325906753540039,0.032247543334960938,prim,0.5,1e+20,0.021170315671874995,1e+20,13338,7,0.019659524000000001,0.79313681800000002,0.82213491299999997,true,branched,
7,14,7,203,27,74,t_m_18_2,m,0.0010000000000000009,0.0010000000000000009,-25.447074890136719,0.30000001192092896,-25.297075271606445,-25.952714102608816,0.35058523952858661,-27.323749542236328,-25.395179748535156,0.02823638916015625,prim,0.5,1e+20,0.021170315671874995,1e+20,13353,8,0.019741583,0.79467121699999999,0.82376314799999995,true,branched,
8,17,8,228,32,102,t_m_25_2,m,0.0023854107271823466,0.0023854107271823466,-25.471597671508789,0.30000001192092896,-25.321598052978516,-25.99045501675522,0.34638367601313425,-27.310239791870117,-25.400455474853516,0.023952484130859375,prim,0.5,1e+20,0.021170315671874995,1e+20,13395,9,0.019981375999999999,0.79423255199999998,0.82362448399999999,true,branched,
9,18,9,214,33,100,t_m_25_0,m,0.0010000000000000009,0.0010000000000000009,-25.516311645507812,0.30000001192092896,-25.366312026977539,-26.020311230811004,0.34626084286139236,-27.287715911865234,-25.409154891967773,0.046918869018554688,prim,0.5,1e+20,0.021170315671874995,1e+20,13409,10,0.019581235999999998,0.79084378099999997,0.81990153300000002,true,branched,
10,21,10,252,35,91,t_m_22_3,m,0.16538888888888814,0.16538888888888814,-25.409440994262695,0.30000001192092896,-25.259441375732422,-26.140556070539688,0.37489740955406503,-27.536506652832031,-25.409440994262695,0.024518966674804688,prim,0.5,1e+20,0.021170315671874995,1e+20,13500,11,0.020224405000000001,0.79326526399999997,0.82289403999999999,true,branched,
11,23,11,250,97,561,t_z_130_12_0,z,0.28585714285714342,0.28585714285714342,-25.848424911499023,1,-25.348424911499023,-26.229707160949708,0.36445281523191186,-27.530189514160156,-25.450347900390625,0.076356887817382812,prim,0.5,1e+20,0.021170315671874995,1e+20,13596,12,0.019763838999999998,0.78802533200000002,0.81720357399999999,true,branched,
12,25,12,249,47,161,t_z_12_11_0,z,0.28585714285714342,0.28585714285714342,-25.786745071411133,1,-25.286745071411133,-26.24832849617464,0.3598108732413875,-27.476480484008789,-25.439268112182617,0.095508575439453125,prim,0.5,1e+20,0.021170315671874995,1e+20,13599,13,0.019855634,0.78137098299999996,0.81090135399999996,true,branched,
13,27,13,228,25,84,t_m_21_0,m,0.25000012512512537,0.25000012512512537,-25.621181488037109,0.30000001192092896,-25.471181869506836,-26.317577303501597,0.36136902383943564,-27.546503067016602,-25.436418533325195,0.093549728393554688,prim,0.5,1e+20,0.021170315671874995,1e+20,13615,14,0.019180576000000001,0.78466124699999995,0.81321360200000004,true,branched,
14,29,14,238,43,215,t_z_26_25_3,z,0.24962500000000082,0.24962500000000082,-25.958198547363281,1,-25.458198547363281,-26.332694806972473,0.35928390259485415,-27.515176773071289,-25.435569763183594,0.08370208740234375,prim,0.5,1e+20,0.021170315671874995,1e+20,13645,15,0.019262507000000002,0.78499931000000001,0.81360967299999998,true,branched,
15,31,15,237,36,127,t_m_31_3,m,0.24962500000000082,0.24962500000000082,-25.626188278198242,0.30000001192092896,-25.476188659667969,-26.344485504214774,0.35669978139209119,-27.507452011108398,-25.420965194702148,0.091785430908203125,prim,0.5,1e+20,0.021170315671874995,1e+20,13646,16,0.019231985,0.779713039,0.80817202399999999,true,branched,
16,33,16,226,44,265,t_z_59_27_0,z,0.999,0.999,-25.410861968994141,-0.5,-25.660861968994141,-26.368061960270975,0.35306815017507309,-27.503759384155273,-25.410861968994141,0.09881591796875,prim,0.5,1e+20,0.021170315671874995,1e+20,13660,17,0.019309808000000001,0.77585413700000005,0.80445804700000001,true,branched,
17,35,17,224,22,79,t_m_19_3,m,0.0010000000000000009,0.0010000000000000009,-25.842329025268555,0.30000001192092896,-25.692329406738281,-26.354671086583817,0.34866212186180667,-27.486888885498047,-25.492355346679688,0.054897308349609375,prim,0.5,1e+20,0.021170315671874995,1e+20,13660,18,0.018985831000000002,0.77235517399999998,0.80065849700000002,true,branched,
18,36,18,224,21,76,t_m_19_0,m,0.0010000000000000009,0.0010000000000000009,-25.853904724121094,0.30000001192092896,-25.70390510559082,-26.362554814134324,0.34682369501776172,-27.47874641418457,-25.488151550292969,0.065446853637695312,prim,0.5,1e+20,0.021170315671874995,1e+20,13661,19,0.019110083,0.76289438399999998,0.79136990399999996,true,branched,
19,39,19,211,25,157,t_z_7_5_2,z,0.9995000000000005,0.9995000000000005,-25.462728500366211,-0.5,-25.712728500366211,-26.369919763357153,0.33686546490525759,-27.329570770263672,-25.462728500366211,0.12228584289550781,prim,0.5,1e+20,0.021170315671874995,1e+20,13702,20,0.019409099999999999,0.76917064300000004,0.79786521700000002,true,branched,
20,41,20,210,32,255,t_z_57_26_3,z,0.00050000000000005596,0.00050000000000005596,-26.232112884521484,1,-25.732112884521484,-26.377973919823056,0.32611206817761906,-27.255167007446289,-25.589729309082031,0.098585128784179688,prim,0.5,1e+20,0.021170315671874995,1e+20,13703,21,0.019110934999999999,0.76519670500000003,0.79361468899999998,true,branched,
