event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,247,234,1799,t_z_312_266_3,z,0.999,0.999,-25.207719802856445,1,-24.707719802856445,-25.662711139632624,0.37496585298720442,-27.095027923583984,-24.958831787109375,0.0220184326171875,root_z,0.5,1e+20,0.021170315671874995,1e+20,13080,1,0.019024814000000001,0.80487293400000004,0.82408464199999998,true,branched,
1,3,1,247,11,17,t_m_4_1,m,0.20569896424019685,0.20569896424019685,-24.967451095581055,0,-24.967451095581055,-25.658258940044202,0.37496652803478797,-27.052022933959961,-24.967451095581055,0.0135955810546875,root_z,0.5,1e+20,0.021170315671874995,1e+20,13082,2,0.019325816999999999,0.78308658200000003,0.80241611899999998,true,branched,
2,5,2,235,21,41,t_m_10_1,m,0.2180394998172781,0.2180394998172781,-24.993522644042969,0,-24.993522644042969,-25.697160485450258,0.36771621554809591,-27.071075439453125,-24.993522644042969,0.038288116455078125,root_z,0.5,1e+20,0.021170315671874995,1e+20,13123,3,0.020602523000000001,0.77986481600000002,0.80047079399999999,true,branched,
3,7,3,226,45,99,t_m_24_3,m,0.10037858793753107,0.10037858793753107,-25.023065567016602,0,-25.023065567016602,-25.718909744667798,0.36034308765474221,-27.037286758422852,-25.023065567016602,0.013387680053710938,root_z,0.5,1e+20,0.021170315671874995,1e+20,13130,4,0.019280088000000001,0.79100722800000001,0.81029152400000004,true,branched,
4,8,4,222,46,104,t_m_26_0,m,0.20298981599186094,0.20298981599186094,-25.060541152954102,0,-25.060541152954102,-25.738189173174334,0.35804803379132005,-26.986824035644531,-25.060541152954102,0.024034500122070312,root_z,0.5,1e+20,0.021170315671874995,1e+20,13131,5,0.018969703000000001,0.81114968899999995,0.830123634,true,branched,
5,11,5,237,48,96,t_m_24_0,m,0.16033966757455109,0.16033966757455109,-25.091487884521484,0,-25.091487884521484,-25.800371902401437,0.35920334339478893,-26.967206954956055,-25.091487884521484,0.017644882202148438,root_z,0.5,1e+20,0.021170315671874995,1e+20,13192,6,0.018809097,0.81618831800000002,0.835001094,true,branched,
6,13,6,231,19,36,t_m_9_0,m,0.19071343377275576,0.19071343377275576,-25.122230529785156,0,-25.122230529785156,-25.787638816998633,0.33529662591214299,-26.938869476318359,-25.122230529785156,0.018621444702148438,root_z,0.5,1e+20,0.021170315671874995,1e+20,13207,7,0.018930101000000001,0.82029438200000004,0.83922853799999997,true,branched,
7,15,7,231,24,51,t_m_12_3,m,0.2858014799977745,0.2858014799977745,-25.218147277832031,0,-25.218147277832031,-25.878183373125086,0.33526274017267849,-26.926383972167969,-25.218147277832031,0.060970306396484375,root_z,0.5,1e+20,0.021170315671874995,1e+20,13249,8,0.019193202999999999,0.81454846599999997,0.83374545600000005,true,branched,
8,17,8,230,19,45,t_m_11_1,m,0.24879125986903305,0.24879125986903305,-25.298364639282227,0,-25.298364639282227,-25.912742880116337,0.32250053960270825,-26.781976699829102,-25.298364639282227,0.0059986114501953125,root_z,0.5,1e+20,0.021170315671874995,1e+20,13278,9,0.018986876,0.81682867400000003,0.83581954800000002,true,branched,
9,19,9,204,2,5,t_m_1_1,m,0.16533316649983343,0.16533316649983343,-25.318536758422852,0,-25.318536758422852,-25.975576372707593,0.33635565104990761,-26.823040008544922,-25.318536758422852,0.0007343292236328125,root_z,0.5,1e+20,0.021170315671874995,1e+20,13321,10,0.019252867999999999,0.80924216100000002,0.82849868599999998,true,branched,
10,21,10,222,47,265,t_z_59_27_0,z,0.999,0.999,-25.408323287963867,0,-25.408323287963867,-26.073156056103407,0.33220579944433282,-26.922807693481445,-25.408323287963867,0.01622772216796875,root_z,0.5,1e+20,0.021170315671874995,1e+20,13359,11,0.018456776000000001,0.81639822799999995,0.83485804100000005,true,branched,
11,23,11,214,8,25,t_m_6_1,m,0.16449983316650008,0.16449983316650008,-25.413473129272461,0,-25.413473129272461,-26.056711544500335,0.32496079322872645,-26.913856506347656,-25.413473129272461,0.001552581787109375,root_z,0.5,1e+20,0.021170315671874995,1e+20,13359,12,0.020238169,0.81947152999999995,0.83971322900000001,true,branched,
12,25,12,220,43,254,t_z_26_57_3,z,0.00099999999999997205,0.00099999999999997205,-25.087800979614258,0,-25.087800979614258,-26.097752137617633,0.32863672913194958,-26.951198577880859,-25.087800979614258,0.33792304992675781,root_z,0.5,1e+20,0.021170315671874995,1e+20,13398,13,0.019413351999999998,0.79863696100000003,0.81805398799999995,true,branched,
13,27,13,219,23,75,t_m_18_3,m,0.12344462411129047,0.12344462411129047,-25.451597213745117,0,-25.451597213745117,-26.121591820564444,0.31928435562107654,-26.971019744873047,-25.451597213745117,0.01113128662109375,root_z,0.5,1e+20,0.021170315671874995,1e+20,13402,14,0.018840470000000002,0.78349936799999997,0.80234364499999999,true,branched,
