event_index,node_id,depth,candidate_count,selected_candidate_index,selected_variable_index,selected_variable_name,variable_family,lp_value,fractionality,selected_q,selected_bias,selected_biased,q_mean,q_std,q_min,q_max,q_top1_top2_margin,bias_mode,lambda_prim,primal_bound,dual_bound,gap,lp_iterations,nodes,graph_extract_time_seconds,inference_time_seconds,selection_time_seconds,selected_is_candidate,result,fallback_reason
0,1,0,247,10,17,t_m_4_1,m,0.18436692744119748,0.18436692744119748,-24.958831787109375,0,-24.958831787109375,-25.662711139632624,0.37496585298720442,-27.095027923583984,-24.958831787109375,0.0220184326171875,none,0,1e+20,0.021170315671874995,1e+20,13080,1,0.018806996999999999,0.81880526499999995,0.83761477600000001,true,branched,
1,2,1,248,11,16,t_m_4_0,m,0.20569896424019685,0.20569896424019685,-24.980083465576172,0,-24.980083465576172,-25.656985013715683,0.3773561697045123,-27.052022933959961,-24.980083465576172,0.0013751983642578125,none,0,1e+20,0.021170315671874995,1e+20,13082,2,0.019194257999999999,0.81763738699999999,0.83683392400000001,true,branched,
2,5,2,221,15,32,t_m_8_0,m,0.24908341675008261,0.24908341675008261,-25.020652770996094,0,-25.020652770996094,-25.712820432844204,0.36997950852790762,-26.972934722900391,-25.020652770996094,0.0090427398681640625,none,0,1e+20,0.021170315671874995,1e+20,13131,3,0.020057466999999999,0.81730118900000004,0.83736106099999996,true,branched,
3,7,3,252,26,50,t_m_12_2,m,0.14276185709519051,0.14276185709519051,-25.092466354370117,0,-25.092466354370117,-25.767026719592867,0.3528428052755383,-26.933862686157227,-25.092466354370117,0.012178421020507812,none,0,1e+20,0.021170315671874995,1e+20,13183,4,0.019220522,0.81691179899999999,0.83613552499999999,true,branched,
4,9,4,235,38,84,t_m_21_0,m,0.12391672922922869,0.12391672922922869,-25.129425048828125,0,-25.129425048828125,-25.79021021254519,0.34291373196752511,-27.013599395751953,-25.129425048828125,0.0042476654052734375,none,0,1e+20,0.021170315671874995,1e+20,13248,5,0.019331226,0.81820911299999999,0.83754321899999995,true,branched,
5,11,5,217,22,61,t_m_15_1,m,0.19875384715783795,0.19875384715783795,-25.129886627197266,0,-25.129886627197266,-25.817460301834316,0.35323991034659769,-26.978794097900391,-25.129886627197266,0.0022983551025390625,none,0,1e+20,0.021170315671874995,1e+20,13288,6,0.019192061,0.81852457599999995,0.83771912900000001,true,branched,
6,13,6,229,10,26,t_m_6_2,m,0.24953186807497149,0.24953186807497149,-25.22889518737793,0,-25.22889518737793,-25.904862066543778,0.34788924650253034,-27.263271331787109,-25.22889518737793,0.013105392456054688,none,0,1e+20,0.021170315671874995,1e+20,13339,7,0.019615397,0.82032535100000004,0.839943094,true,branched,
7,15,7,206,22,96,t_m_24_0,m,0.0010000000000000009,0.0010000000000000009,-25.415874481201172,0,-25.415874481201172,-25.949583914673443,0.33195778465888437,-27.262893676757812,-25.415874481201172,0.0067348480224609375,none,0,1e+20,0.021170315671874995,1e+20,13364,8,0.019603151999999999,0.81331938199999998,0.83292565500000004,true,branched,
8,17,8,238,28,83,t_m_20_3,m,0.0010000000000001119,0.0010000000000001119,-25.452022552490234,0,-25.452022552490234,-25.985106219764518,0.33182061229726351,-27.330780029296875,-25.452022552490234,0.015001296997070312,none,0,1e+20,0.021170315671874995,1e+20,13408,9,0.019570463999999999,0.82277936100000004,0.84235235600000002,true,branched,
9,18,9,211,35,157,t_z_7_5_2,z,0.99633366700033354,0.99633366700033354,-25.471607208251953,0,-25.471607208251953,-26.001286402697811,0.31711423326758831,-27.261369705200195,-25.471607208251953,0.021318435668945312,none,0,1e+20,0.021170315671874995,1e+20,13409,10,0.020081858000000001,0.81698232299999995,0.83706682799999999,true,branched,
10,21,10,225,61,346,t_z_109_110_1,z,0.99383333333333246,0.99383333333333246,-25.505571365356445,0,-25.505571365356445,-26.086629392835828,0.32257506877219533,-27.25535774230957,-25.505571365356445,0.040788650512695312,none,0,1e+20,0.021170315671874995,1e+20,13429,11,0.019159410000000002,0.82435102000000005,0.84351310300000004,true,branched,
11,23,11,224,215,1995,t_z_132_22_1,z,0.996,0.996,-25.553802490234375,0,-25.553802490234375,-26.113015004566737,0.31885390577627859,-27.238697052001953,-25.553802490234375,0.0406036376953125,none,0,1e+20,0.021170315671874995,1e+20,13433,12,0.020058187000000002,0.82348410599999999,0.84354493699999999,true,branched,
12,25,12,217,77,675,t_z_146_145_1,z,0.999,0.999,-25.609264373779297,0,-25.609264373779297,-26.132206094979143,0.31569032127904395,-27.221122741699219,-25.609264373779297,0.00051116943359375,none,0,1e+20,0.021170315671874995,1e+20,13435,13,0.020513163000000001,0.82077744200000002,0.84129315299999996,true,branched,
13,27,13,216,65,471,t_z_125_124_3,z,0.999,0.999,-25.598320007324219,0,-25.598320007324219,-26.123217061713891,0.31463632409981029,-27.210245132446289,-25.598320007324219,0.02526092529296875,none,0,1e+20,0.021170315671874995,1e+20,13435,14,0.018869638000000001,0.81925199999999998,0.83812427899999997,true,branched,
14,29,14,215,63,463,t_z_124_123_3,z,0.999,0.999,-25.607967376708984,0,-25.607967376708984,-26.141618524595749,0.31332155926549166,-27.191057205200195,-25.607967376708984,0.026611328125,none,0,1e+20,0.021170315671874995,1e+20,13439,15,0.019722752999999999,0.81872107800000005,0.83844628700000001,true,branched,
15,31,15,213,212,2123,t_z_241_147_1,z,0.999,0.999,-25.641689300537109,0,-25.641689300537109,-26.153681311808842,0.30916740585485869,-27.169950485229492,-25.641689300537109,0.001674652099609375,none,0,1e+20,0.021170315671874995,1e+20,13441,16,0.019531028999999998,0.80724471099999995,0.82677879399999998,true,branched,
16,33,16,212,37,148,t_z_5_6_2,z,0.002666666666666706,0.002666666666666706,-25.623775482177734,0,-25.623775482177734,-26.167942182073052,0.30774441886061443,-27.15165901184082,-25.623775482177734,0.079668045043945312,none,0,1e+20,0.021170315671874995,1e+20,13446,17,0.019316860000000002,0.807770871,0.82709014300000006,true,branched,
17,35,17,229,23,71,t_m_17_3,m,0.14435714285714274,0.14435714285714274,-25.518657684326172,0,-25.518657684326172,-26.192398021314862,0.29262472206683476,-27.149566650390625,-25.518657684326172,0.019989013671875,none,0,1e+20,0.021170315671874995,1e+20,13487,18,0.01922159,0.80124557900000004,0.82046988899999995,true,branched,
